{:generation 0, :program (:string_parse_to_chars :string_butlast :string_concat :string_reverse :string_replace_char :boolean_not :string_nth :string_rest :string_indexof_char true :string_remove_char :in1 "" :string_occurencesof_char :exec_dup (:string_iterate (:integer_subtract :boolean_or :string_concat :string_drop :boolean_or :string_iterate (:string_contains_char :boolean_not :string_butlast :string_take :boolean_eq "G")))), :runtime (0.0031817599999999996 0.0031043079999999996 0.0031982760000000003 0.003253908000000002 0.031317096 0.0032623960000000016 0.0031380920000000003), :total-error 2, :amalgamated-error 2.050455836}
{:generation 151, :program (:integer_quot :integer_mult :integer_add :string_contains :boolean_not :string_indexof_char 0 :string_indexof_char :boolean_and :boolean_not :string_drop :string_concat :exec_dup (:string_contains "C" :in1 :integer_subtract :boolean_eq :string_contains :string_reverse :string_contains_char "T" 1 :string_remove_char :string_from_char :string_contains "C" :string_length 0 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :exec_dup (:string_contains :string_contains :string_remove_char "T" :string_from_char :string_drop :string_concat 1 "T" :string_parse_to_chars :boolean_eq :integer_mult "T" :string_take :boolean_not "T" :in1 :string_indexof_char "T" :in1 :string_contains :string_occurencesof_char :string_reverse))), :runtime (0.0032115440000000006 0.0032800639999999988 0.003303072 0.0032627479999999998 0.0032777759999999983 0.0032217239999999966 0.003187072), :total-error 0, :amalgamated-error 0.022743999999999993}
{:generation 152, :program (:boolean_or :string_parse_to_chars :integer_eq 1 :string_remove_char :string_contains "A" :integer_add "A" 0 "T" :string_rest :in1 "G" "T" "A" :integer_quot :boolean_eq :string_indexof_char "G" "T" "C" "G" :string_contains_char false "T" 1 :string_rest :boolean_and :string_drop :string_reverse :boolean_and :string_parse_to_chars :string_indexof_char :integer_eq "G" :in1 :string_length :string_contains_char 0 :integer_mult "C" :string_contains_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_indexof_char "A" "A" false "T" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" :string_parse_to_chars "T" :in1 :string_contains :string_from_char :string_parse_to_chars), :runtime (0.0032172719999999993 0.0032290120000000007 0.0032137039999999982 0.003219756000000001 0.0031990839999999996 0.0020860719999999996 0.0031726079999999986), :total-error 0, :amalgamated-error 0.021337507999999998}
{:generation 153, :program ("G" :string_contains true :boolean_and :string_concat :string_remove_char :string_from_char "T" "" :string_length :string_concat :integer_add :string_indexof_char :boolean_or :string_from_char :integer_subtract :string_occurencesof_char false :integer_subtract "C" :string_nth true :boolean_and :string_from_char :exec_dup (:integer_eq :integer_quot :string_occurencesof_char :integer_eq :in1 :string_nth :integer_subtract "T" true :string_from_char :string_remove_char :integer_subtract "T" 0 :boolean_not :string_drop :boolean_eq :string_from_char :integer_subtract "T") :string_replace_char true :exec_if (:string_contains_char :in1 :string_contains) ()), :runtime (0.003199844000000001 0.0031538719999999972 0.03497203199999996 0.00315568 0.003251908000000002 0.0032208800000000024 0.0031536559999999995), :total-error 0, :amalgamated-error 0.05410787199999996}
{:generation 154, :program ("G" :string_contains :integer_add :string_length :string_remove_char :string_concat :string_remove_char :integer_subtract 0 :string_length :string_take :string_concat :integer_add :string_indexof_char :exec_dup (false :string_butlast :string_contains_char :string_rest :string_nth :string_concat true "T" :string_from_char) :exec_dup ("T" :string_occurencesof_char :integer_quot :in1 :boolean_and :string_eq "T" :string_occurencesof_char :string_contains :string_from_char true :integer_subtract "T" 0 :boolean_not "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains :integer_subtract :boolean_not :integer_eq :string_from_char "T" true :exec_if (:in1 :string_contains) ())), :runtime (0.0032582680000000017 0.0032830080000000005 0.0032313840000000008 0.003318063999999999 0.0033064399999999986 0.003301868000000001 0.003272644000000001), :total-error 0, :amalgamated-error 0.022971676}
{:generation 155, :program (:string_drop :exec_if (:string_contains :integer_add "A" :string_reverse :integer_quot "C" 0 :string_take 1 :string_take :in1 :string_reverse :string_contains false :integer_add :string_butlast :string_contains :string_remove_char :string_occurencesof_char :string_reverse :string_nth :string_nth :string_eq :string_take :string_replace_char :string_contains_char :string_concat :integer_add 1 :string_drop :integer_subtract :string_concat "G" :string_nth :string_iterate (:string_contains :string_length :string_iterate (:string_rest :boolean_and :in1 :string_contains true :string_remove_char "T" true :string_replace_char :string_contains "T" "G" "T" :in1 :string_contains "T" "A" :in1))) ()), :runtime (0.0031763240000000016 0.00322656 0.003169824000000002 0.0031951719999999983 0.003243915999999997 0.0031750119999999983 0.0031810799999999976), :total-error 0, :amalgamated-error 0.022367887999999995}
{:generation 156, :program (:string_length :boolean_or :string_butlast :string_contains :integer_add 0 1 "T" "A" :string_reverse :boolean_eq :integer_add true "" "G" "T" :string_contains_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" 0 :string_parse_to_chars "A" :boolean_or :string_rest :string_drop :string_from_char :string_contains :in1 false :string_reverse :in1 :string_length :boolean_and :string_contains_char 0 "C" :string_length :integer_mult "A" "A" :string_drop :integer_quot "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" "" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_quot "T" :in1 :string_contains :string_parse_to_chars), :runtime (0.003143208 0.003143099999999999 0.0032485200000000004 0.0031449040000000013 0.003170279999999999 0.008833064 0.0031056480000000017), :total-error 0, :amalgamated-error 0.027788724}
{:generation 157, :program (:exec_dup (:string_contains_char "G" :string_occurencesof_char :boolean_or :string_contains_char :string_remove_char :string_indexof_char :boolean_and :string_eq :integer_subtract :boolean_and false :integer_quot :integer_eq :exec_dup ("T" :boolean_and :in1) :boolean_or :integer_quot) "T" :exec_dup (:string_occurencesof_char :string_occurencesof_char "C" :boolean_eq :string_butlast "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_add "C" true :string_concat :string_from_char true :string_drop :string_replace_char :string_reverse "A" :integer_add :integer_mult :string_rest :in1 "T" :string_contains_char :boolean_and :in1 :string_contains)), :runtime (0.0031595439999999985 0.003187327999999999 0.0030997119999999984 0.0032278359999999987 0.003250456 0.0032258320000000014 0.00320088), :total-error 0, :amalgamated-error 0.022351587999999995}
{:generation 158, :program (:string_butlast :string_indexof_char :string_eq :string_reverse :string_indexof_char :string_eq 1 :integer_subtract :string_iterate ("" "T" :boolean_and :boolean_or :string_drop 1 :string_parse_to_chars :string_indexof_char :string_contains :string_contains :string_concat :string_eq "A" :exec_dup (:string_indexof_char :integer_quot :string_contains :string_eq) :integer_quot "A" :string_concat :string_occurencesof_char :string_replace_char :integer_add "T" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :in1) :integer_add "T" :integer_eq :in1 :string_occurencesof_char :string_remove_char :string_indexof_char :boolean_not true "T" :in1 :string_contains :integer_eq), :runtime (0.0032669119999999986 0.0032042599999999987 0.003281607999999997 0.003258304000000001 0.0032527399999999996 0.003214868 0.003206628000000002), :total-error 0, :amalgamated-error 0.02268532}
{:generation 159, :program (:integer_add :string_from_char :string_contains_char :string_contains_char :string_replace_char :boolean_not "G" :string_contains :string_indexof_char "" 0 1 :string_length :string_take "G" :boolean_not :string_drop "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_concat :string_contains :in1 :integer_quot :string_parse_to_chars :string_replace_char :string_length :string_from_char "T" :string_from_char "A" :string_rest :string_drop "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_reverse :integer_quot :string_drop :string_rest :string_remove_char :string_contains 0 "C" :boolean_or :string_drop "C" :string_parse_to_chars :string_contains_char :integer_subtract "T" :string_nth :in1 :string_contains), :runtime (0.003134044000000001 0.003217408000000002 0.0031462759999999995 0.0032062759999999997 0.0031449639999999975 0.0032973199999999977 0.003308236), :total-error 0, :amalgamated-error 0.022454523999999997}
{:generation 160, :program (:string_from_char "" 1 :string_contains_char :string_iterate (:string_occurencesof_char 1 :boolean_or :string_drop :string_parse_to_chars :integer_subtract "T" true "A" :string_from_char :boolean_or :string_eq :in1 :string_occurencesof_char :boolean_eq :string_drop) :integer_add :string_contains :string_take :string_eq :string_take :string_length :string_reverse :string_indexof_char :boolean_eq :integer_subtract "T" :string_contains :integer_add :string_nth 0 :string_from_char :string_from_char :in1 0 :string_contains "T" :in1 :string_rest :string_take :string_replace_char :string_reverse), :runtime (0.003145684000000001 0.003219456000000004 0.0032049080000000015 0.003313508 0.003253475999999999 0.003234684000000002 0.0032717680000000013), :total-error 0, :amalgamated-error 0.02264348400000001}
{:generation 161, :program (:string_eq false :string_take :integer_mult :string_reverse :string_indexof_char 0 :string_indexof_char :string_replace_char "A" :exec_dup ("A" :string_indexof_char :integer_eq :boolean_eq :integer_mult :integer_mult 1 "T" 1 :string_contains_char) false :string_reverse 1 "C" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_eq :string_length true :string_indexof_char true "T" :string_nth :string_nth true :in1 :string_take :in1 :string_iterate (:string_iterate ("T" :string_eq :string_contains :integer_subtract true :string_contains :string_remove_char) 1 1 :in1 :string_contains)), :runtime (0.003200639999999998 0.003293332000000003 0.0031540839999999997 0.0032716039999999987 0.0032387879999999985 0.0031801919999999997 0.003342952000000002), :total-error 0, :amalgamated-error 0.022681592}
{:generation 162, :program (:string_indexof_char :string_eq :string_eq :string_eq :integer_eq :string_drop 1 "A" :string_reverse "" "T" :string_contains :string_from_char :integer_add :string_reverse :string_contains :boolean_and :string_contains :string_occurencesof_char :string_indexof_char :integer_quot "A" "T" :integer_mult :string_occurencesof_char true :string_butlast :integer_subtract :string_reverse "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_drop :string_eq true :in1 :string_occurencesof_char :string_contains_char :string_indexof_char :exec_dup ("T" :in1 :integer_subtract :string_contains :integer_eq "T" :integer_eq)), :runtime (0.003265135999999999 0.003261267999999998 0.0033184120000000006 0.003283600000000001 0.0033819360000000016 0.0032572079999999997 0.003200628000000001), :total-error 0, :amalgamated-error 0.022968188000000004}
{:generation 163, :program ("A" :string_indexof_char :string_from_char :string_take "" :boolean_eq :string_eq :boolean_not 1 "A" :string_from_char :string_occurencesof_char :string_remove_char true :string_parse_to_chars "T" :string_contains :boolean_eq :string_parse_to_chars :in1 :string_rest :integer_quot "G" :string_contains "T" :boolean_eq :string_nth :string_length 1 :integer_quot :integer_subtract :boolean_not :string_contains :in1 :string_indexof_char "G" "" :string_replace_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_eq :integer_quot "T" false :in1 :string_contains), :runtime (0.003313400000000001 0.0032591519999999982 0.003319248000000001 0.003203088000000001 0.003160715999999999 0.0032023520000000008 0.0033299559999999985), :total-error 0, :amalgamated-error 0.022787912}
{:generation 164, :program (:string_butlast 1 :string_take :string_drop 1 :boolean_eq :boolean_eq :string_drop 0 :string_indexof_char :string_occurencesof_char :string_take true :string_butlast "" :boolean_eq :string_remove_char true :boolean_eq "T" :string_contains 1 1 "G" :string_reverse :integer_subtract :string_contains :string_contains :string_eq :string_contains_char :integer_quot "T" :string_replace_char :in1 :integer_mult :integer_quot true "T" :string_eq "T" :integer_add "T" :in1 :string_contains), :runtime (0.0032917280000000007 0.0032352679999999995 0.003101824 0.0032240959999999983 0.0032922600000000026 0.0031841400000000002 0.003271396000000001), :total-error 0, :amalgamated-error 0.022600712000000002}
{:generation 165, :program (:integer_eq :integer_quot 0 :in1 :string_indexof_char :boolean_and :string_parse_to_chars 0 :boolean_eq :integer_add :integer_subtract false :string_indexof_char :string_length :string_eq :string_length :string_contains_char :string_reverse :boolean_and "G" :boolean_and :string_indexof_char :in1 :string_contains "" :string_from_char :boolean_eq :boolean_or :string_parse_to_chars :string_occurencesof_char :string_occurencesof_char :string_replace_char :in1 :boolean_eq :in1 "A" false :string_contains :string_remove_char "T" 0 "T" :in1 :boolean_or :string_contains :in1), :runtime (0.0032983679999999994 0.00330888 0.003269279999999999 0.00318226 0.0032125200000000004 0.003235808000000001 0.0025994399999999984), :total-error 0, :amalgamated-error 0.022106555999999996}
{:generation 166, :program (:integer_quot false :integer_mult :string_iterate (:integer_eq :integer_mult :string_nth :string_drop :string_contains_char :string_reverse :string_rest :string_indexof_char :string_contains 0 :boolean_or :integer_quot :string_rest :string_drop :exec_dup (:string_contains_char :string_replace_char :string_eq :integer_mult :boolean_eq :string_remove_char 1 :string_butlast :string_indexof_char :string_length :in1 :string_occurencesof_char false :string_contains :string_parse_to_chars :string_remove_char :string_length true :boolean_or :string_replace_char :boolean_eq true :string_from_char :integer_add :integer_mult :integer_quot :string_remove_char :integer_add "T" false :in1 :string_nth true :string_iterate (:string_nth :string_contains :integer_add :string_contains_char "T" true :integer_quot :string_contains false :string_nth :in1 :string_contains)))), :runtime (0.0032496319999999997 0.0032183280000000008 0.0031799400000000005 0.0031873720000000017 0.006608608000000001 0.003204771999999999 0.0032753399999999994), :total-error 0, :amalgamated-error 0.025923992}
{:generation 167, :program (:string_butlast :string_iterate (:string_butlast "C" :string_butlast :integer_eq :string_occurencesof_char :string_contains "T" :integer_quot :string_contains "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains :string_contains_char "A" :integer_subtract :string_occurencesof_char :string_contains_char :string_drop) 1 :integer_eq :string_replace_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "C" "" :string_indexof_char :integer_subtract :string_contains_char :string_contains "T" "G" :string_replace_char :string_reverse :string_concat "C" :boolean_eq :string_butlast :in1 :string_replace_char :in1 "C" "T" :in1 :boolean_eq :boolean_eq :boolean_eq :string_concat :string_parse_to_chars :in1 0 :string_contains), :runtime (0.0031736479999999994 0.003135976 0.003241308000000002 0.0031378920000000015 0.003277443999999998 0.003209147999999998 0.003215736), :total-error 0, :amalgamated-error 0.022391152}
{:generation 168, :program (:string_butlast :string_take :string_drop :boolean_and 0 :string_replace_char :integer_quot 0 :string_from_char :string_parse_to_chars :boolean_and :boolean_or :string_take true "T" 1 :string_parse_to_chars 1 :string_contains_char "G" :string_concat :string_contains :integer_eq :exec_dup ("A" "C" :string_contains :boolean_or "A" :boolean_eq :integer_add false :string_parse_to_chars "" :string_from_char "T" 1 :string_remove_char :string_eq :integer_subtract :in1 "T" :in1 :string_contains :string_from_char)), :runtime (0.003145887999999999 0.003190239999999998 0.054032488000000045 0.0031860319999999997 0.003216128000000001 0.0031587359999999984 0.003234887999999999), :total-error 0, :amalgamated-error 0.07316440000000005}
{:generation 169, :program (:string_concat :string_eq :integer_add :integer_add :string_eq "A" false :string_contains_char :string_eq :string_take :boolean_and :boolean_eq false :string_drop :string_concat :string_occurencesof_char :boolean_and :integer_mult :in1 "T" :boolean_or :string_iterate (:string_length 0 "C" "T" :string_nth :string_occurencesof_char "T" :integer_add :string_length :string_reverse :exec_dup ("T" :integer_mult :boolean_or :in1 :boolean_eq :string_contains :string_from_char 1 :in1 :in1 "T" "T"))), :runtime (0.0031984239999999988 0.003131344 0.003224668000000001 0.0032100559999999985 0.0032192080000000016 0.003256919999999998 0.003294164000000001), :total-error 0, :amalgamated-error 0.022534784}
{:generation 170, :program (:string_indexof_char :string_contains_char :string_take :string_contains :integer_subtract :boolean_and :boolean_eq :integer_quot :string_drop :string_nth :string_drop :integer_eq :string_take :string_rest :string_remove_char :boolean_eq 1 true :string_eq :integer_mult "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_subtract :integer_quot :string_drop "" :string_eq :boolean_not "T" :boolean_eq :boolean_or :string_take "G" :string_reverse :string_take :integer_add :boolean_and "T" :in1 true :string_remove_char :in1 :integer_mult :boolean_or :exec_dup (:boolean_and :string_length :integer_subtract "T" :in1 :string_contains :string_nth :string_reverse :string_indexof_char :in1)), :runtime (0.0022808560000000004 0.0018326119999999982 0.0018172840000000006 0.001869575999999999 0.0018942879999999994 0.001897648 0.007140928000000002), :total-error 0, :amalgamated-error 0.018733192}
{:generation 171, :program (:string_indexof_char :boolean_and 1 :string_parse_to_chars :exec_if (:string_concat "G" 1 :string_contains :string_rest) (:string_parse_to_chars :string_parse_to_chars "G" :boolean_eq :string_rest :boolean_eq :string_contains :integer_add :boolean_and :string_rest :in1 1 :string_contains :string_contains "G" :string_length :string_contains_char :string_contains :integer_mult :boolean_or :string_replace_char :integer_eq true "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_from_char :boolean_not :string_take :integer_subtract :string_indexof_char :in1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" :string_nth :integer_add :in1 :string_contains :exec_dup ())), :runtime (0.003180703999999998 0.0032056759999999985 0.0032757399999999983 0.003206880000000001 0.003284239999999998 0.0033141479999999994 0.0031704240000000007), :total-error 0, :amalgamated-error 0.022637811999999997}
{:generation 172, :program (:integer_quot :boolean_and :string_drop :boolean_not 0 :string_remove_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_remove_char :integer_quot :string_eq "" :string_contains_char :boolean_eq :string_contains :boolean_not "A" :string_butlast true 1 :string_reverse :integer_add "T" :string_contains :string_replace_char :string_eq :string_remove_char "T" :string_eq :in1 true :string_rest true :string_remove_char "T" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" true true false "T" :in1 :integer_quot :in1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" :integer_quot :integer_add :boolean_and "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_iterate (:string_contains "T" :in1 :string_contains)), :runtime (0.003284736 0.003231175999999998 0.0032341159999999996 0.003303684 0.0032009119999999993 0.0032435439999999997 0.043316867999999994), :total-error 0, :amalgamated-error 0.06281503599999999}
{:generation 173, :program (:string_butlast :string_take :string_contains_char :boolean_and :string_drop :string_contains :integer_add :integer_quot :string_replace_char :string_eq :boolean_eq :string_replace_char :boolean_and "A" :boolean_eq true 1 "G" :string_from_char :string_contains 1 :string_concat :string_nth "A" :string_parse_to_chars :string_contains :integer_add :integer_add :integer_subtract 1 :in1 1 :string_nth "ABCDEFGHIJKLMNOPQRSTUVWXYZ" "T" "" :boolean_eq :string_remove_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_from_char "" :string_reverse :string_take :integer_subtract :string_take :string_contains "T" "T" :boolean_and :string_from_char :string_contains :in1 :string_contains :in1 :string_contains 1 :string_indexof_char), :runtime (0.0023549119999999994 0.003257312 0.003247391999999998 0.0032140439999999975 0.008206079999999998 0.003132456 0.0031790440000000015), :total-error 0, :amalgamated-error 0.02659123999999999}
{:generation 174, :program (0 0 :string_eq :integer_subtract 0 "T" :string_iterate (:string_remove_char :string_contains true "G" :string_indexof_char "A" :string_butlast :integer_add 1 :string_rest :in1 :string_contains :string_concat :string_from_char :string_iterate (:string_contains_char) :string_contains :string_indexof_char :integer_quot :string_remove_char :string_replace_char :string_contains :string_butlast :string_contains :boolean_and :string_from_char :string_remove_char :string_from_char :string_reverse :integer_eq "" :string_length :boolean_or :boolean_eq :integer_subtract :string_indexof_char "T" :boolean_eq :in1 :string_contains "T" :integer_mult :in1 :string_contains)), :runtime (0.003280356000000001 0.0032655680000000012 0.0032915439999999995 0.0032177680000000024 0.0018931039999999996 0.0018824719999999988 0.0018463600000000002), :total-error 0, :amalgamated-error 0.018677172000000006}
{:generation 175, :program (:string_concat :string_indexof_char :string_from_char :string_take :string_from_char :string_contains :integer_subtract :boolean_and :exec_if (:string_replace_char :exec_if (:string_eq "C" true :string_contains :string_indexof_char :integer_subtract :integer_mult 1 :string_parse_to_chars :string_from_char :string_contains :integer_mult :boolean_or :string_rest :boolean_eq :string_contains_char :string_contains :string_drop 1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :in1 :string_contains_char :string_indexof_char :string_reverse :string_from_char :string_rest "" :boolean_eq :integer_mult "G" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_replace_char true "G" :string_occurencesof_char :in1 :integer_eq true :string_take :string_contains :boolean_eq :string_length :in1 true "T" :in1 :string_contains :string_remove_char :in1 1 :string_occurencesof_char) ()) ()), :runtime (0.003192195999999999 0.003129116000000001 0.003268608000000002 0.0032288599999999996 0.0032096919999999992 0.0033063800000000003 0.0033239479999999997), :total-error 0, :amalgamated-error 0.022658800000000003}
{:generation 176, :program (:string_concat "G" :string_nth :string_eq :string_contains :integer_subtract "G" :string_contains :string_parse_to_chars :exec_if (:integer_quot :string_length :string_contains :string_contains false :in1 :string_eq :integer_mult "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :integer_quot :string_contains :string_butlast :integer_mult true :boolean_not "T") () :string_concat :string_remove_char :string_reverse 1 :string_contains :string_remove_char :boolean_eq :string_concat true :integer_eq :string_iterate ("T" :string_remove_char :in1 :string_indexof_char :string_from_char :exec_if (:string_contains :in1 :integer_subtract "T" :string_concat "T" :string_from_char :boolean_and :in1 :string_contains :string_parse_to_chars) ())), :runtime (0.003278996 0.003266867999999999 0.003242560000000003 0.003255456000000001 0.02896364 0.0023381279999999996 0.003280996), :total-error 0, :amalgamated-error 0.04762664400000001}
{:generation 177, :program ("A" 1 :string_take "" :string_nth :string_contains :integer_mult :string_rest 1 :boolean_and :string_contains :string_take :string_concat "A" :integer_eq "T" 0 "C" "A" :string_butlast false :string_iterate (:integer_add :in1 "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_contains :string_contains :string_concat) :string_contains :boolean_eq 1 :integer_quot :string_length :string_length 0 :string_drop false :integer_quot :integer_eq :string_rest "ABCDEFGHIJKLMNOPQRSTUVWXYZ" false :string_occurencesof_char "T" :integer_mult :string_take "T" :string_nth :in1 :boolean_and :boolean_and :string_contains), :runtime (0.013723463999999996 0.010630520000000003 0.003221304000000001 0.0032625720000000005 0.0032390640000000007 0.0032185399999999993 0.0032737200000000004), :total-error 0, :amalgamated-error 0.040569184}
{:generation 178, :program ("T" :string_contains_char :string_concat :string_take :string_from_char :in1 :string_occurencesof_char "" :string_occurencesof_char 1 "A" :string_contains :integer_mult :string_replace_char true :string_eq :string_iterate ("A" :exec_dup (:integer_subtract :string_nth :string_indexof_char :string_parse_to_chars :string_from_char :string_contains_char :string_remove_char :string_eq :integer_mult :boolean_or :string_rest :boolean_or :boolean_eq :string_concat :string_drop :string_contains 1 :string_remove_char "C" :string_eq :string_contains_char :string_reverse false :in1 :boolean_eq "G" :string_replace_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :in1 "G" :string_reverse :in1 :integer_eq :string_take "T" true "T" :in1 :string_contains :in1 :in1 :string_indexof_char))), :runtime (0.003220971999999999 0.036329879999999946 0.0032613079999999984 0.003270667999999998 0.0033760640000000002 0.0032222800000000005 0.003245824), :total-error 0, :amalgamated-error 0.05592699599999994}
{:generation 179, :program (:string_concat :string_take :string_from_char :string_remove_char :string_contains_char :in1 "" "" :string_occurencesof_char 1 "A" :string_contains :integer_mult :string_replace_char true :integer_eq :string_eq :string_iterate ("A" :integer_subtract :string_nth :string_indexof_char "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :string_parse_to_chars :string_parse_to_chars :string_from_char :string_contains_char :string_eq :exec_dup (:integer_mult :boolean_or :boolean_eq "T" :string_contains 1 :string_remove_char "C" :string_eq :string_contains_char :string_reverse :string_rest false :in1 :boolean_eq "G" "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :in1 "G" :string_reverse :integer_eq :string_take true "T" true "T" :in1 :string_contains :in1 :string_reverse "G"))), :runtime (0.0032726840000000027 0.003292516 0.003194507999999997 0.05201184400000003 0.0032756880000000023 0.0032017519999999987 0.003237512), :total-error 0, :amalgamated-error 0.07148650400000003}
{:generation 180, :program ("A" :integer_subtract :integer_subtract :exec_dup (:integer_mult :boolean_and :string_butlast "A" :integer_eq :string_iterate (:boolean_and "A" :integer_mult :boolean_or :string_rest :integer_quot :integer_mult "A" "" false true "ABCDEFGHIJKLMNOPQRSTUVWXYZ" false :boolean_not false :integer_mult :string_occurencesof_char "T" :in1 :string_nth :string_indexof_char :in1 :string_contains :in1 "T" :in1 :string_contains "T" :in1 :string_contains))), :runtime (0.0032273360000000012 0.003279456000000001 0.0032021359999999987 0.0032577760000000004 0.0031768200000000003 0.0032217519999999983 0.0020790880000000006), :total-error 0, :amalgamated-error 0.021444364}
{:generation 181, :program (:string_butlast :string_length :boolean_and :integer_quot :string_take :string_parse_to_chars :integer_add :string_occurencesof_char :string_contains_char :boolean_and :boolean_not :string_parse_to_chars :string_occurencesof_char :boolean_eq :boolean_eq :exec_dup (:integer_add :string_nth :string_from_char :string_contains :string_rest :string_indexof_char :string_contains_char "A" :string_from_char "T" :string_occurencesof_char :boolean_or :boolean_eq :string_reverse :string_contains_char :string_contains :boolean_and "" :string_reverse :string_reverse "T" :in1 false 0 :integer_quot :string_indexof_char :string_contains :string_reverse) :string_iterate (:exec_dup (:in1 "T" :in1 0 :string_contains :in1))), :runtime (0.0032290080000000002 0.0031868279999999996 0.0031820199999999976 0.008972416000000006 0.0031433879999999996 0.003249451999999999 0.003053704), :total-error 0, :amalgamated-error 0.028016816000000003}
{:generation 182, :program (:string_take :string_concat :string_remove_char :exec_if (:string_drop :string_indexof_char :string_reverse :string_contains_char "G" "A" :exec_if (:string_iterate (:boolean_not :string_take :string_iterate () 0 :string_contains_char :string_contains :string_indexof_char :string_rest :boolean_or "" :string_drop :string_reverse :string_take :integer_quot :string_contains :string_concat "T" :boolean_eq "ABCDEFGHIJKLMNOPQRSTUVWXYZ" :in1 :string_replace_char :integer_eq :string_eq :integer_add :string_parse_to_chars :string_from_char :string_remove_char "T" :in1 :integer_quot :boolean_and :string_occurencesof_char :string_from_char :in1 1 :string_indexof_char :string_nth :integer_quot :string_remove_char :string_nth "T" :in1 :string_occurencesof_char :string_contains)) ()) ()), :runtime (0.0031130599999999982 0.003218220000000001 0.003241808 0.0032323000000000018 0.0032650759999999996 0.03921159199999998 0.003198127999999999), :total-error 0, :amalgamated-error 0.058480183999999984}
{:generation 183, :program ("" :string_from_char :string_eq :string_concat :string_parse_to_chars :string_take 1 :string_contains_char :string_butlast :boolean_and 0 :string_length true :string_parse_to_chars "" :boolean_or :exec_dup (:boolean_or :string_nth :string_length :integer_subtract :string_contains :in1 :string_rest :integer_add :string_occurencesof_char :boolean_eq :string_eq :string_remove_char :string_nth :in1 :integer_mult :string_nth :string_rest :boolean_eq true :in1 :boolean_and :string_rest :in1 :integer_add :exec_dup (:string_eq :string_take :integer_eq :string_from_char "T" :in1 :string_contains "T" :in1 :integer_add))), :runtime (0.003183315999999999 0.0032184280000000015 0.0031629359999999986 0.003313463999999999 0.003290232000000001 0.003072344 0.003243232000000001), :total-error 0, :amalgamated-error 0.022483952}
{:generation 184, :program (:boolean_eq :integer_quot :boolean_eq :string_butlast 0 :boolean_eq "A" "C" :string_from_char :string_length :boolean_and 1 :integer_add :string_contains :boolean_not :string_eq :boolean_not :string_length "" :string_parse_to_chars :integer_mult false "" :string_parse_to_chars "" :integer_add :string_butlast :integer_eq :string_parse_to_chars :string_reverse "A" :string_eq :integer_add "" :string_contains :string_indexof_char :string_nth "T" true :string_parse_to_chars :in1 :integer_add :string_indexof_char :string_contains :in1), :runtime (0.003196832000000001 0.0032045719999999997 0.003250491999999999 0.003154539999999999 0.0032338080000000008 0.0032365839999999985 0.0032402399999999984), :total-error 0, :amalgamated-error 0.022517067999999994}
