{:generation 0, :program (:integer_mult :string_replace_char :exec_if (:boolean_not :string_contains :string_contains :boolean_and true :string_from_char :string_concat :integer_subtract "(" :string_eq true :string_take) (:string_replace_char :in1 :string_concat :string_remove_char :boolean_or :string_parse_to_chars :string_parse_to_chars "(" :boolean_eq :string_replace_char :string_rest :integer_quot :string_indexof_char :string_remove_char :string_contains :string_take :string_iterate (:integer_eq :boolean_and :string_occurencesof_char false :integer_quot :string_iterate (false :integer_subtract :string_remove_char :string_concat :integer_mult :string_drop :string_drop :exec_dup (:string_drop :exec_if (false :string_rest :integer_add 1 :in1) (:string_drop :integer_quot :string_reverse :string_reverse)))))), :runtime (0.0032428440000000017 0.003239211999999999 0.0031034320000000006 0.0019350280000000003 0.001873572 0.001903579999999999 0.0018570439999999989), :total-error 2, :amalgamated-error 2.017154712}
{:generation 134, :program (:string_contains :string_occurencesof_char :string_butlast false :integer_mult :string_from_char :string_length :string_indexof_char :integer_add :string_replace_char :integer_add :string_drop true :string_length :string_indexof_char :boolean_not :string_rest "(" "(" :string_take :string_take :string_contains_char :string_rest :string_contains false :integer_mult :string_eq "(" "(" :string_reverse :in1 :string_butlast "(" :string_eq :string_iterate ()), :runtime (0.003236576000000002 0.0031473400000000006 0.0018243199999999993 0.0019171959999999995 0.0019005719999999997 0.0018349240000000006 0.0018257919999999988), :total-error 1, :amalgamated-error 1.01568672}
{:generation 135, :program (")" :string_indexof_char :integer_mult :string_rest :integer_subtract :integer_eq :boolean_and :string_butlast :string_reverse :integer_mult 0 :string_rest "(" :string_parse_to_chars :string_rest :string_eq :string_contains "(" :boolean_not :string_indexof_char :string_remove_char 0 :string_nth :string_reverse :in1 :string_butlast "(" :string_eq), :runtime (0.0032575919999999993 0.001879887999999999 0.001822551999999999 0.0018259199999999995 0.0018639319999999998 0.0018877799999999988 0.0018903320000000009), :total-error 1, :amalgamated-error 1.014427996}
{:generation 136, :program (:string_replace_char 0 :string_drop :exec_dup (:string_occurencesof_char :integer_mult :string_take) :string_remove_char :string_nth :boolean_not :string_drop :string_butlast false :string_reverse :string_rest :boolean_or :string_indexof_char :exec_dup (:string_contains_char :string_remove_char :in1 :string_butlast :string_reverse :boolean_and) :string_contains_char :in1 :string_nth :in1 :string_eq "(" :in1 :string_butlast "(" :string_eq), :runtime (0.0031435199999999986 0.001892275999999999 0.0018735279999999995 0.0018742920000000003 0.0018899160000000006 0.0018414920000000001 0.001832051999999999), :total-error 1, :amalgamated-error 1.014347076}
{:generation 137, :program (:string_length :integer_eq 0 :exec_dup (:boolean_and :boolean_eq 1 :exec_dup (:string_drop :integer_mult :string_butlast :string_parse_to_chars :integer_add :string_contains 0 :string_length :string_butlast :boolean_or :integer_quot :string_butlast false :integer_subtract :string_butlast :integer_quot :string_butlast :integer_mult :string_concat "(" "(" :string_from_char :in1 :string_butlast :string_contains :string_eq :in1 :string_reverse))), :runtime (0.0032506440000000013 0.003238152000000002 0.0032105200000000027 0.0031598119999999984 0.0031904360000000005 0.0031786760000000014 0.003241895999999999), :total-error 0, :amalgamated-error 0.022470136000000005}
{:generation 138, :program (:string_iterate (0 :string_rest :boolean_not :boolean_or :boolean_eq :integer_mult) :string_remove_char true :boolean_not :string_indexof_char :string_parse_to_chars :boolean_not :string_reverse :string_nth :string_replace_char :string_indexof_char :exec_dup (:integer_mult :integer_quot :in1 :in1 :boolean_eq true) :in1 :string_eq :string_length :in1 :integer_eq :in1 :string_eq :string_butlast "(" :string_eq), :runtime (0.0032374119999999972 0.002406851999999999 0.001883976000000001 0.0019640360000000006 0.001924127999999999 0.0019112560000000003 0.001868268000000001), :total-error 1, :amalgamated-error 1.015195928}
{:generation 139, :program (:boolean_eq :integer_subtract :string_butlast :string_length :string_from_char :boolean_and :boolean_eq :integer_eq :string_occurencesof_char true :string_drop :string_take :string_eq :in1 :string_from_char :integer_add :string_drop :string_concat :integer_eq :string_remove_char 1 :integer_eq :integer_quot false 0 :string_butlast "(" :string_eq :string_eq), :runtime (0.0018324399999999992 0.001847051999999999 0.0018926559999999989 0.0019013520000000003 0.0018246999999999998 0.0018310760000000011 0.0018398119999999995), :total-error 1, :amalgamated-error 1.012969088}
{:generation 140, :program (:string_contains :integer_eq :string_contains 1 :integer_eq :boolean_and :integer_subtract :integer_add :string_replace_char :string_reverse ")" :string_contains :string_remove_char :integer_add :integer_quot :string_rest "(" 0 :string_drop 0 :string_indexof_char :string_concat :string_occurencesof_char :boolean_or :string_take :string_concat "(" :string_indexof_char :string_contains_char :integer_add :in1 :string_butlast :string_reverse :string_eq :string_eq), :runtime (0.003205239999999999 0.0024191679999999963 0.001831112 0.0018349640000000003 0.0018855320000000005 0.0018746679999999995 0.0018811359999999998), :total-error 1, :amalgamated-error 1.01493182}
{:generation 141, :program (:string_reverse :string_contains :boolean_or :integer_mult :string_occurencesof_char :string_contains :string_rest :integer_add :string_take :exec_if (:string_indexof_char :string_nth :string_rest :integer_add :string_drop :string_indexof_char :string_contains_char :integer_add :string_contains_char :boolean_or :boolean_and :string_rest :string_butlast :string_take :string_length :string_replace_char :string_contains_char :integer_quot :string_butlast :integer_quot :string_remove_char :string_contains :in1 :integer_mult "(" "(" :in1 :string_butlast :string_eq :string_parse_to_chars) ()), :runtime (0.0032658400000000003 0.001849743999999999 0.0018497959999999997 0.001911019999999999 0.0018451319999999985 0.0018397360000000005 0.0018416359999999994), :total-error 1, :amalgamated-error 1.014402904}
{:generation 142, :program (:integer_eq :exec_dup (:string_indexof_char :string_butlast 1 :string_contains :integer_mult :in1 :string_eq :boolean_eq :integer_quot :boolean_and :string_iterate (:string_rest :string_eq :string_rest :string_length :string_contains :string_remove_char :string_contains_char :string_concat "(" :boolean_or :integer_add :in1 :string_butlast :integer_mult :integer_subtract "(" :string_eq :string_nth))), :runtime (0.003249744000000001 0.003167491999999997 0.003225296000000002 0.0032129639999999987 0.0030663000000000005 0.0031496360000000012 0.0031459040000000028), :total-error 0, :amalgamated-error 0.022217336}
{:generation 143, :program (:string_parse_to_chars :string_length :exec_dup (0 :integer_eq :string_drop :exec_dup (:integer_quot :string_concat 1 0 :in1 :string_contains_char :integer_mult :exec_dup () :string_replace_char :string_drop :integer_mult :string_eq :string_iterate (:string_indexof_char "(" :string_reverse :string_contains_char :in1 1 :string_butlast :string_eq :string_eq :string_eq)))), :runtime (0.003255863999999996 0.0032811080000000005 0.0032698759999999984 0.0033379199999999994 0.0033099719999999974 0.02539708799999997 0.0032833799999999994), :total-error 0, :amalgamated-error 0.04513520799999997}
{:generation 144, :program (:string_iterate (:string_take :string_occurencesof_char :string_replace_char :string_parse_to_chars 0 :string_contains :boolean_and :string_concat :string_from_char :boolean_and :string_from_char :boolean_eq :string_replace_char :string_take :integer_eq :string_eq :exec_dup (:string_contains_char :string_occurencesof_char :integer_subtract :string_contains_char :boolean_or :integer_quot :string_indexof_char :integer_quot :string_iterate () :boolean_or :string_concat :string_eq :boolean_eq :string_rest :string_iterate (:integer_eq "(" :integer_mult :string_reverse :in1 :string_butlast :string_eq :string_remove_char :string_eq)))), :runtime (0.0027428719999999978 0.0018740119999999993 0.0018324439999999995 0.0018535159999999995 0.001900631999999999 0.0019040399999999996 0.0018869800000000008), :total-error 1, :amalgamated-error 1.013994496}
{:generation 145, :program (true :string_butlast :integer_mult :string_contains :string_iterate (:string_rest :string_contains :boolean_not :string_remove_char :integer_quot false :string_parse_to_chars false :string_indexof_char :boolean_not :integer_mult 0 :string_reverse :string_eq :string_indexof_char :string_nth :integer_eq "(" :in1 :string_butlast "(" :string_eq :string_butlast :string_eq)), :runtime (0.0021252959999999987 0.001890391999999998 0.0018488639999999987 0.0018357639999999988 0.0018315559999999992 0.001884135999999999 0.0018679399999999994), :total-error 1, :amalgamated-error 1.013283948}
{:generation 146, :program (:in1 :string_replace_char :string_occurencesof_char :string_concat :string_nth :string_drop true :string_length :string_take "(" :string_iterate (:string_concat :string_reverse 1 :string_rest :integer_add :string_remove_char false :string_rest :boolean_eq :string_contains_char :boolean_not :string_nth "(" :string_parse_to_chars ")" :string_remove_char :integer_add :boolean_not :string_reverse :boolean_and :string_length :integer_mult :integer_mult :integer_mult :string_rest :boolean_and :string_eq ")" "(" :in1 :string_butlast :string_eq)), :runtime (0.0032033919999999985 0.0018444759999999994 0.0018920480000000001 0.0018823119999999995 0.0019011440000000002 0.0018384759999999995 0.0018239519999999998), :total-error 1, :amalgamated-error 1.0143858}
{:generation 147, :program (:string_iterate (:string_contains :string_nth :string_contains :string_length :integer_add true :string_nth true :exec_if (:string_concat :string_remove_char :boolean_eq :integer_eq :string_contains :string_nth :string_remove_char :integer_quot :string_replace_char :boolean_not 1 :exec_dup (:boolean_and :string_rest :string_replace_char :string_contains :string_concat "(" :string_eq :string_butlast :in1 :string_butlast :string_drop "(" :string_eq)) ())), :runtime (0.002107264 0.0018446680000000003 0.0018441880000000007 0.0018469720000000001 0.0018681600000000004 0.001886307999999999 0.0019100759999999986), :total-error 1, :amalgamated-error 1.013307636}
{:generation 148, :program (:string_replace_char :integer_subtract :string_concat :string_contains :exec_if (:integer_eq ")" false true :string_take :string_reverse :integer_add :string_drop :integer_add :string_remove_char :string_contains :string_take :string_from_char :string_remove_char :string_length :string_contains_char :string_indexof_char :string_remove_char "(" :string_butlast :integer_quot :string_nth :integer_mult :string_butlast :in1 :string_butlast "(" :string_eq :string_indexof_char :string_eq) ()), :runtime (0.0018550720000000006 0.0018969879999999992 0.0018983959999999992 0.0018441079999999986 0.0018338719999999994 0.0018200439999999996 0.0018538439999999988), :total-error 1, :amalgamated-error 1.013002324}
{:generation 149, :program (:string_length :boolean_not true :integer_add :string_concat :string_indexof_char :string_remove_char true :boolean_eq :string_from_char :string_replace_char :boolean_and :string_contains :string_remove_char :string_reverse :in1 "(" :integer_add :boolean_eq :exec_dup ("(" :string_replace_char :integer_add :in1 :integer_mult :string_butlast "(" :string_eq)), :runtime (0.0031849919999999993 0.0021475439999999978 0.0018970399999999994 0.001895863999999999 0.0018572239999999996 0.0018373560000000003 0.0018401799999999996), :total-error 1, :amalgamated-error 1.0146602}
{:generation 150, :program (:integer_add :boolean_or :string_butlast 1 ")" :string_replace_char :boolean_or :string_nth :integer_eq :string_concat :string_from_char 0 :boolean_eq :string_parse_to_chars :boolean_and :string_iterate (:integer_quot :string_contains :boolean_not :boolean_not :string_reverse :string_rest :string_length :string_length :string_contains_char 0 :in1 0 :string_butlast false "(" 0 :string_eq :in1)), :runtime (0.001840108 0.0018470159999999997 0.0019200240000000004 0.0019112239999999996 0.0019035479999999986 0.0018473199999999997 0.001850768), :total-error 1, :amalgamated-error 1.013120008}
{:generation 151, :program (:string_replace_char :integer_subtract :boolean_eq :string_concat :string_contains :exec_if (:integer_eq false true :string_reverse :integer_add :integer_quot :integer_add :string_remove_char :string_contains :string_from_char :string_length :string_contains_char) (:integer_subtract :string_indexof_char :string_remove_char "(" :integer_quot :string_nth :integer_quot :string_butlast :in1 :string_butlast "(" :string_eq :string_indexof_char :string_eq)), :runtime (0.002084472 0.0018196279999999994 0.001826487999999999 0.0018874279999999979 0.0018196280000000004 0.0018288919999999986 0.0018215479999999992), :total-error 1, :amalgamated-error 1.013088084}
{:generation 152, :program (:string_contains :boolean_or :boolean_eq :boolean_eq :integer_add :string_reverse :string_iterate (:string_remove_char :integer_mult :exec_if (:string_occurencesof_char :string_iterate (:boolean_and :boolean_and :string_iterate (:string_concat false :string_parse_to_chars :string_eq :boolean_not :boolean_not :exec_dup (:string_replace_char :string_butlast :string_length "(" :string_eq "(" :in1 :string_butlast :string_eq :string_eq)))) ())), :runtime (0.0018787040000000001 0.001901712 0.0019181319999999988 0.0018515199999999993 0.0018493279999999993 0.0018451880000000004 0.001908108000000001), :total-error 1, :amalgamated-error 1.013152692}
{:generation 153, :program (true :string_indexof_char :string_contains :string_rest :string_parse_to_chars :string_contains :string_rest :string_reverse :integer_mult :string_remove_char :string_parse_to_chars :string_from_char :string_rest :boolean_not :string_indexof_char :string_concat :string_nth :integer_eq "(" :in1 :boolean_not :boolean_and :string_butlast "(" :string_eq :string_eq :string_eq), :runtime (0.0018837000000000016 0.0018844479999999993 0.0018245840000000004 0.0018328640000000002 0.0018651519999999997 0.0018797360000000003 0.0018353719999999994), :total-error 1, :amalgamated-error 1.013005856}
{:generation 154, :program (true false true :integer_quot :string_reverse :boolean_and :integer_add :integer_mult :string_rest :string_remove_char :integer_mult :boolean_and :string_drop :string_iterate (:boolean_eq false 1 false :string_butlast :string_replace_char :boolean_not :string_butlast :string_concat :string_butlast :string_reverse :string_replace_char :string_length "(" :string_nth :string_eq "(" :in1 :string_butlast :string_eq)), :runtime (0.0020839880000000006 0.001831716000000001 0.001841095999999999 0.0018431360000000009 0.0019074439999999986 0.001896312 0.001838227999999999), :total-error 1, :amalgamated-error 1.01324192}
{:generation 155, :program (:string_butlast :string_length :integer_add :integer_subtract :string_indexof_char :integer_subtract false :string_parse_to_chars :string_indexof_char true :boolean_eq :string_contains :string_reverse :string_reverse :boolean_and :string_iterate (0 :string_contains :string_remove_char :string_parse_to_chars :string_butlast :integer_add :boolean_eq :string_eq :in1 :string_drop :integer_add :in1 :string_butlast "(" :string_eq)), :runtime (0.0032409359999999994 0.002335312 0.0031220199999999997 0.001845356000000001 0.0018286519999999996 0.0018307719999999983 0.0018256599999999991), :total-error 1, :amalgamated-error 1.016028708}
{:generation 156, :program (:string_remove_char :string_occurencesof_char :integer_subtract :string_replace_char :string_concat :string_contains :string_from_char :integer_add :string_occurencesof_char :string_indexof_char true true :string_drop :string_parse_to_chars :boolean_or :string_remove_char :integer_quot :string_butlast :string_contains_char "(" :string_length :string_butlast :in1 :boolean_eq :string_take :string_take :integer_quot :string_butlast :string_contains :in1 :string_drop :in1 :string_butlast "(" :string_eq :string_butlast), :runtime (0.0018811560000000004 0.0018643519999999988 0.0018849039999999993 0.0018251320000000004 0.0018433399999999987 0.0018740399999999998 0.0018867000000000003), :total-error 1, :amalgamated-error 1.013059624}
{:generation 157, :program (:string_length true :integer_add :string_concat :integer_quot :string_iterate (:string_indexof_char :string_remove_char :boolean_and :string_concat :in1 true :string_from_char :string_drop :string_replace_char :string_from_char :in1 :string_remove_char :string_reverse :string_contains :string_iterate ("(" :integer_mult :boolean_eq :boolean_eq :string_iterate (:exec_dup (:string_replace_char true :string_replace_char :in1 :string_occurencesof_char :string_contains :integer_mult :in1 :integer_subtract :string_butlast "(" :string_replace_char :string_eq))))), :runtime (0.0018213839999999992 0.0018441519999999997 0.0018333279999999995 0.0019002920000000022 0.0018718639999999987 0.001902908 0.0018648079999999984), :total-error 1, :amalgamated-error 1.013038736}
{:generation 158, :program (:string_occurencesof_char :integer_mult :string_contains :integer_subtract false :string_drop :string_from_char :string_rest :integer_eq :string_reverse :string_parse_to_chars :string_contains :string_length :string_remove_char :string_occurencesof_char :string_concat :string_eq "(" :string_indexof_char :integer_quot :in1 :string_butlast :string_eq), :runtime (0.003238692000000001 0.0033522080000000006 0.0031865799999999983 0.0018294280000000006 0.0018884839999999993 0.0018790399999999998 0.0018243399999999996), :total-error 1, :amalgamated-error 1.017198772}
{:generation 159, :program (:integer_mult :string_replace_char 0 :string_rest :string_replace_char :string_remove_char ")" :integer_subtract :string_reverse :string_take :integer_eq :string_nth :string_replace_char :exec_if (:integer_eq :boolean_or :string_replace_char :boolean_not :exec_dup (:string_rest :string_butlast :string_from_char :integer_mult :boolean_not :string_parse_to_chars "(" :in1 :integer_subtract :string_butlast :string_eq :string_eq :string_nth)) ()), :runtime (0.0018429039999999987 0.0018427959999999994 0.0019035440000000003 0.0018812360000000016 0.001834891999999999 0.0018343239999999994 0.0018270079999999995), :total-error 1, :amalgamated-error 1.012966704}
{:generation 160, :program (:string_drop :string_nth :string_replace_char :boolean_eq :boolean_or "(" "(" :boolean_and :integer_eq :string_contains :in1 :exec_dup (:integer_eq :boolean_or :exec_dup (:integer_eq :string_butlast :exec_dup (:string_eq "(" :integer_eq :in1 :integer_subtract :string_butlast :string_eq)))), :runtime (0.003214711999999998 0.002316279999999999 0.0019064439999999991 0.001894528 0.0018762119999999997 0.0018746559999999995 0.0019081399999999991), :total-error 1, :amalgamated-error 1.014990972}
{:generation 161, :program (:string_drop :integer_mult :string_contains :string_nth :boolean_or :string_concat :in1 :integer_subtract :string_rest :string_nth :integer_add :string_nth :string_replace_char :string_occurencesof_char :string_occurencesof_char :string_concat :boolean_and :string_nth true "(" false :exec_dup (:string_eq :string_rest :string_iterate (:boolean_not :exec_if (:string_parse_to_chars :boolean_not :string_parse_to_chars :string_indexof_char "(" :string_parse_to_chars "(" :in1 :string_butlast :string_eq) ()))), :runtime (0.0032602879999999966 0.0028223719999999996 0.001927968 0.0018990759999999998 0.0019091080000000003 0.0018953999999999998 0.0018346640000000015), :total-error 1, :amalgamated-error 1.015548876}
{:generation 162, :program (:in1 :string_nth :string_contains :string_occurencesof_char :string_contains_char :string_from_char :string_replace_char :string_concat :string_drop :integer_add :boolean_not :string_nth :boolean_not :string_butlast :string_concat "(" :string_eq :integer_mult :string_contains_char "(" :string_parse_to_chars :string_eq :integer_quot :string_butlast :string_remove_char), :runtime (0.001842887999999999 0.0018885159999999998 0.0018786999999999996 0.0018331080000000002 0.001972223999999999 0.0018981239999999995 0.0018935719999999996), :total-error 1, :amalgamated-error 1.013207132}
{:generation 163, :program (:string_replace_char :string_reverse :string_from_char :integer_add :string_remove_char :boolean_and :exec_dup (:string_eq :boolean_eq :string_remove_char :string_contains_char :string_nth 1 :string_eq :string_from_char 1 :string_take :integer_subtract :string_concat true :string_from_char :boolean_not :boolean_and :boolean_eq :string_remove_char :string_indexof_char :string_eq false "(" :in1 :string_butlast :string_eq :string_eq :integer_quot :string_butlast :string_contains_char :string_contains)), :runtime (0.0018553279999999988 0.0032222919999999994 0.0032362560000000007 0.0032829360000000015 0.003172056 0.003240071999999999 0.0031958199999999985), :total-error 1, :amalgamated-error 1.02120476}
{:generation 164, :program (:string_drop :string_drop :boolean_or :string_concat :string_replace_char :string_remove_char :string_take :integer_eq :string_rest :boolean_and :integer_subtract :integer_subtract :string_length :string_occurencesof_char :string_iterate (:integer_quot) :in1 :string_indexof_char :string_reverse :boolean_eq :exec_dup (:string_eq :boolean_eq :string_parse_to_chars :boolean_not :string_take :in1 :string_butlast :string_eq :string_eq :in1 :in1 :string_butlast)), :runtime (0.0018442119999999996 0.0018152399999999994 0.001832351999999999 0.001835244 0.001895636 0.0019114000000000004 0.0018635439999999987), :total-error 1, :amalgamated-error 1.012997628}
{:generation 165, :program (:boolean_or :string_concat :string_take :string_contains :string_parse_to_chars :string_concat :string_replace_char :string_contains :string_eq 0 :string_parse_to_chars :integer_eq :in1 :string_length :exec_dup (:integer_quot true :boolean_eq 1 :boolean_eq :string_butlast 0 "(" :in1 :string_butlast :integer_quot :string_eq)), :runtime (0.003194404000000002 0.002375868 0.0018545479999999982 0.001849151999999999 0.0018362360000000013 0.0018793479999999992 0.0018893520000000006), :total-error 1, :amalgamated-error 1.014878908}
{:generation 166, :program (:string_contains ")" :string_nth :integer_subtract :string_remove_char :string_drop :string_indexof_char :integer_mult :string_parse_to_chars true :string_butlast :integer_eq :string_from_char :string_eq :string_rest :string_length 1 0 :string_concat :string_length ")" :exec_dup (:integer_eq :string_from_char false :string_reverse :in1 :string_length "(" 0 :boolean_not :string_parse_to_chars "(" :in1 :string_butlast :string_eq)), :runtime (0.0018352959999999995 0.001840328 0.0018658960000000006 0.001868472 0.0018842999999999991 0.0018827919999999999 0.001834004000000001), :total-error 1, :amalgamated-error 1.013011088}
{:generation 167, :program (:string_contains :string_contains_char :string_replace_char :string_concat :integer_mult :integer_eq :boolean_eq true false "(" :string_length :string_replace_char :boolean_and :boolean_or :boolean_eq true :boolean_or :string_butlast :string_concat false :integer_subtract :string_butlast :string_contains "(" :boolean_and :exec_dup (false :integer_quot :string_nth "(" :exec_dup (false "(" :in1 :string_butlast :string_eq))), :runtime (0.001831744 0.0019029480000000002 0.0018937879999999991 0.0018729439999999992 0.0018577760000000004 0.0018234440000000002 0.0018165959999999997), :total-error 1, :amalgamated-error 1.01299924}
{:generation 168, :program (true :string_length false :string_butlast :integer_eq false :integer_subtract :integer_add :string_parse_to_chars :string_remove_char :string_nth 1 :string_rest :integer_subtract :integer_mult :string_length true 0 :string_contains :string_butlast :integer_add :integer_eq :integer_mult :integer_add :string_indexof_char :integer_eq :integer_mult :string_take :integer_mult :string_eq :integer_eq "(" :in1 "(" :in1 :integer_mult :string_butlast :string_eq :string_remove_char), :runtime (0.0017932399999999991 0.0018585839999999997 0.0019098919999999988 0.0019180119999999995 0.0019212760000000004 0.0019800159999999994 0.0018434159999999985), :total-error 1, :amalgamated-error 1.013224436}
{:generation 169, :program (:string_eq :string_eq ")" :string_contains ")" :string_from_char :string_reverse :string_eq true :string_concat :string_nth :string_drop :string_length :string_eq :string_contains true :string_reverse :integer_eq :string_eq :string_eq :boolean_and :string_concat :integer_quot :boolean_or :string_drop :string_contains :string_drop :string_length :in1 :boolean_eq :string_drop :boolean_and :string_contains "(" "(" :in1 :string_butlast :string_replace_char :string_eq :string_butlast :string_occurencesof_char "(" :in1 :string_occurencesof_char), :runtime (0.001872035999999999 0.0032497680000000023 0.003199656 0.0027182160000000003 0.001833919999999999 0.001827072 0.0018794040000000003), :total-error 1, :amalgamated-error 1.016580072}
{:generation 170, :program (:exec_dup (:string_length :integer_mult 0 :string_contains :string_eq 1 true :exec_dup (:string_eq :string_parse_to_chars :integer_subtract true :exec_dup (:string_contains_char :exec_if ("(" false :integer_eq :string_rest :exec_dup (:string_drop :string_length :string_butlast :boolean_or :integer_subtract "(" :string_rest :in1 :string_butlast "(" :string_eq :string_rest :exec_dup (:exec_dup (:exec_dup ("("))))) ())))), :runtime (0.0018219639999999997 0.0018687760000000004 0.0018149159999999989 0.0018857879999999996 0.0018061480000000016 0.0018609959999999989 0.0018059919999999993), :total-error 1, :amalgamated-error 1.01286458}
{:generation 171, :program (true :string_concat "(" :boolean_and :string_rest :string_remove_char :integer_add :string_concat :in1 :string_length :boolean_and :string_length true :string_rest :string_reverse :string_remove_char 0 :in1 :string_contains_char ")" :integer_eq "(" :integer_subtract "(" :string_replace_char :in1 :string_butlast :string_eq :integer_quot :string_indexof_char "(" :string_butlast), :runtime (0.00325202 0.0018298760000000002 0.0018829200000000004 0.0018977479999999994 0.001859855999999999 0.0018708 0.0018381359999999998), :total-error 1, :amalgamated-error 1.014431356}
{:generation 172, :program (:string_drop 0 :exec_dup (:integer_subtract ")" :integer_subtract :string_concat :string_occurencesof_char :integer_add :integer_subtract :exec_dup (:string_parse_to_chars false :string_contains_char :string_eq :boolean_eq :string_parse_to_chars :boolean_and) :string_reverse true :boolean_and :boolean_or true :string_butlast 0 :string_butlast :string_length :string_butlast :in1 :boolean_and "(" :string_butlast false :in1 :integer_eq 1 :string_take 0 :string_butlast :string_eq "(" :in1 :string_butlast :string_eq :string_length)), :runtime (0.0018328400000000005 0.0018160279999999997 0.0018243719999999988 0.00196464 0.001824612 0.0018262640000000006 0.0018518519999999987), :total-error 1, :amalgamated-error 1.012940608}
{:generation 173, :program (:integer_mult :string_reverse :string_iterate (:string_iterate (:string_contains true :string_parse_to_chars :string_concat :string_contains_char :string_contains_char :string_butlast :integer_quot :string_replace_char :string_contains_char :exec_dup (:string_from_char :boolean_eq false :integer_quot :string_indexof_char :in1 :string_concat :string_butlast :boolean_not :integer_quot :string_drop :in1 :string_butlast "(" :string_eq :boolean_and :string_rest :exec_dup ())))), :runtime (0.0020034079999999986 0.0018709919999999997 0.0018696800000000003 0.0018299999999999996 0.0018281559999999994 0.0018214679999999995 0.0018212560000000011), :total-error 1, :amalgamated-error 1.01304496}
{:generation 174, :program (0 :exec_dup (:string_replace_char :integer_quot :string_contains :in1 :boolean_not :boolean_or :boolean_or true :exec_dup (:boolean_eq :string_drop :string_parse_to_chars true :integer_subtract false :boolean_or :integer_add :string_contains :string_drop :string_drop :string_concat "(" :string_replace_char :in1 :string_eq :boolean_and :string_parse_to_chars :boolean_not :string_butlast :boolean_or ")" :in1 :string_remove_char :string_iterate (:string_rest :string_nth :string_butlast :string_contains "(" :string_parse_to_chars :string_iterate (:string_contains_char false :string_indexof_char :string_remove_char :exec_dup ()))))), :runtime (0.0032810560000000035 0.0032697319999999996 0.003233595999999999 0.003215360000000001 0.003236044 0.0032721240000000004 0.0032779280000000003), :total-error 0, :amalgamated-error 0.022785840000000005}
{:generation 175, :program (")" 0 :string_eq :exec_dup (:string_butlast :string_contains ")" :string_concat :string_occurencesof_char :exec_dup (false :string_contains_char :boolean_and :string_contains :string_contains :string_reverse :string_parse_to_chars true :string_butlast :in1 :boolean_or false true :string_concat :string_length :string_length :string_from_char :string_remove_char :string_rest :in1 :boolean_and :string_length false :in1 :integer_eq "(" :in1 :string_butlast false "(" :in1 :string_butlast :string_eq :string_drop :string_iterate (:string_length)))), :runtime (0.009376408000000001 0.0032061480000000002 0.003166952 0.00325992 0.036800940000000025 0.0032646520000000003 0.003334819999999999), :total-error 0, :amalgamated-error 0.06240984000000003}
{:generation 176, :program (:boolean_not :string_eq :string_contains_char "(" :string_take :string_parse_to_chars :string_rest :integer_subtract :string_replace_char :string_from_char :boolean_not :integer_quot :string_remove_char :boolean_or :string_from_char :string_length :boolean_or :boolean_and :exec_dup (:integer_add :string_concat :in1 :string_reverse :integer_add "(" "(" true :string_occurencesof_char :string_eq :integer_mult :integer_quot 1 :string_butlast :in1 :integer_eq :string_butlast :integer_subtract "(" :string_eq)), :runtime (0.003149196 0.0031944 0.003243739999999999 0.00290784 0.0018911520000000003 0.0018909799999999998 0.0018429519999999993), :total-error 1, :amalgamated-error 1.0181202599999999}
{:generation 177, :program (:string_eq 0 :string_contains :string_butlast :exec_dup (:integer_subtract :integer_subtract) :string_nth :string_from_char :string_rest :boolean_not false :string_parse_to_chars :boolean_or :integer_subtract :string_replace_char 0 :string_butlast :string_length :string_butlast :string_remove_char :string_from_char "(" :string_concat :string_butlast "(" :in1 "(" :in1 :string_take :string_butlast :string_length :string_concat :string_nth :string_concat "(" :in1 :string_butlast :string_eq), :runtime (0.0018416480000000004 0.001892236000000001 0.0018967279999999994 0.001874696 0.0018262199999999984 0.001827667999999999 0.001869232), :total-error 1, :amalgamated-error 1.013028428}
{:generation 178, :program (:string_contains :integer_mult :string_concat "(" :exec_if (:boolean_eq :string_occurencesof_char :integer_add :string_parse_to_chars :string_drop :integer_eq :in1 :string_indexof_char :string_butlast false :exec_dup (:string_from_char ")" "(" :string_iterate ("(" :in1 :string_butlast :string_eq :string_nth :integer_quot :integer_mult))) ()), :runtime (0.0023654840000000015 0.0018326160000000002 0.0019822399999999984 0.0018763360000000004 0.0018679439999999999 0.0018812280000000002 0.001821152000000001), :total-error 1, :amalgamated-error 1.013627}
{:generation 179, :program (:integer_mult :boolean_not :string_indexof_char :string_parse_to_chars "(" :string_nth :integer_subtract 1 :integer_subtract :string_contains :string_concat :string_butlast :string_replace_char :string_occurencesof_char :boolean_not :string_from_char :string_contains :integer_mult :integer_mult :string_from_char :boolean_and "(" :in1 "(" :in1 :string_butlast :string_eq :integer_subtract), :runtime (0.001889928 0.0018358240000000002 0.001831868 0.0018296879999999999 0.0018788679999999997 0.0018900120000000002 0.0018345119999999986), :total-error 1, :amalgamated-error 1.0129907}
