{:generation 0, :program (:in1 :string_drop :string_rest :integer_add true :string_remove_char :boolean_not "abcdefghijklmnopqrstuvwxyz" :string_parse_to_chars :string_indexof_char), :runtime (0.002979896000000001 0.002997264 0.0031052200000000005 0.003109004 0.003064412), :total-error 2, :amalgamated-error 2.015255796}
{:generation 103, :program (:string_remove_char :string_reverse :integer_mult :integer_subtract :boolean_or :integer_subtract :string_eq :string_take :integer_quot :integer_quot :in1 :string_rest :string_eq :string_eq :string_contains :exec_dup (:string_nth :string_indexof_char :string_nth :boolean_and :string_reverse :string_rest 1 0 :exec_dup (:string_occurencesof_char :in2 :boolean_or :string_reverse 2 :string_contains_char 2 :boolean_or :in2 :in2 :string_length true :in2 :string_parse_to_chars :string_parse_to_chars :string_rest :boolean_or :string_length :string_contains :integer_add :string_parse_to_chars :string_iterate (2 :string_iterate (:string_contains_char :in2 :exec_dup ()))))), :runtime (0.0029993000000000003 0.01513785599999999 0.0030756280000000004 0.0029362879999999987 0.0030790440000000004), :total-error 0, :amalgamated-error 0.02722811599999999}
{:generation 104, :program (:string_remove_char :string_reverse :integer_mult :integer_subtract :boolean_or :integer_subtract :string_eq :string_take :integer_quot :integer_quot :in1 :string_rest :string_eq :string_eq :boolean_eq :string_contains :exec_dup (:string_nth :string_indexof_char :string_nth :boolean_and :string_reverse :string_rest 1 0 :exec_dup (:string_remove_char :integer_mult :boolean_or :string_reverse 2 :string_contains_char 2 :string_butlast :boolean_or :in2 :in2 :string_length true :in2 :string_parse_to_chars :string_parse_to_chars :string_rest :boolean_or :string_length :string_contains :integer_add :string_parse_to_chars :string_iterate (2 :string_iterate (:string_contains_char :in2 :exec_dup ()))))), :runtime (0.0031238840000000004 0.003067036000000001 0.0018614520000000002 0.0018325119999999986 0.0017856760000000008), :total-error 0, :amalgamated-error 0.01167056}
{:generation 105, :program ("abcdefghijklmnopqrstuvwxyz" :integer_quot :integer_mult :in2 :integer_quot :boolean_and :boolean_not :string_remove_char :boolean_eq :string_take :string_reverse :boolean_not :string_drop :string_indexof_char :boolean_or :string_nth 1 :string_butlast 2 :string_replace_char :boolean_eq :string_parse_to_chars :boolean_eq "" :integer_subtract :boolean_and :string_reverse :integer_quot :string_occurencesof_char :string_remove_char 0 2 :string_occurencesof_char :integer_add :string_length "abcdefghijklmnopqrstuvwxyz" :string_concat :in2 :in1 :string_from_char :string_indexof_char :in2 :string_parse_to_chars :string_contains :string_parse_to_chars :string_reverse :string_nth :string_contains 1 :string_contains_char :string_length), :runtime (0.0030576639999999994 0.0031299080000000003 0.0030839999999999973 0.0031394679999999973 0.003126716000000003), :total-error 0, :amalgamated-error 0.015537755999999998}
{:generation 106, :program (:string_concat :boolean_and :boolean_and :string_rest :string_parse_to_chars :string_occurencesof_char :boolean_eq 2 :string_take :in1 2 :string_eq 2 1 :integer_mult :integer_eq :string_concat 0 "" :in1 :string_occurencesof_char :integer_mult :string_parse_to_chars 2 :in2 :string_remove_char :string_replace_char :string_replace_char :in2 :string_contains_char false :string_parse_to_chars :integer_eq :string_replace_char :string_length :string_remove_char :in1 :in1 :string_eq :string_length :string_length :string_contains), :runtime (0.0030106720000000003 0.0030264119999999996 0.0029981999999999977 0.003022164000000001 0.0029688439999999996), :total-error 0, :amalgamated-error 0.015026291999999998}
{:generation 107, :program (:string_concat :boolean_and :boolean_and :string_from_char :string_parse_to_chars :string_length :integer_quot :integer_quot 2 :string_nth 2 :string_rest :string_concat :in2 :string_concat :integer_mult :boolean_or :boolean_or :integer_mult 2 0 :string_remove_char :boolean_or :in2 :string_contains_char false :in2 :boolean_not :string_parse_to_chars :integer_eq :string_length :boolean_eq :in1 :in1 :string_eq :string_length :string_length :string_contains :string_contains :string_eq), :runtime (0.005431763999999999 0.0030561160000000006 0.0029380400000000003 0.003041056000000001 0.003005076000000001), :total-error 0, :amalgamated-error 0.017472052000000002}
{:generation 108, :program (:string_length :exec_dup (1 :string_take :in1 :string_nth :integer_quot :string_indexof_char :string_take :string_indexof_char 2 :boolean_not :boolean_and :string_reverse :in2 :string_butlast :integer_eq :string_concat) 2 :string_occurencesof_char :integer_mult :string_reverse :string_reverse :boolean_or :integer_subtract :string_reverse 1 :string_from_char :string_from_char :string_reverse :integer_subtract :boolean_not :in2 :string_occurencesof_char :string_parse_to_chars :string_from_char :string_parse_to_chars :string_concat :boolean_or :string_length :integer_eq :integer_subtract :integer_add :string_iterate (:string_parse_to_chars :string_eq 2 1 :string_contains_char :string_drop)), :runtime (0.007138411999999999 0.0030745479999999994 0.0030738640000000017 0.0029498159999999996 0.00298674), :total-error 0, :amalgamated-error 0.019223379999999998}
{:generation 109, :program (:string_reverse :integer_subtract :integer_mult :integer_subtract :boolean_or true :integer_add :integer_quot :string_rest :string_eq :boolean_eq :string_contains :string_concat :string_contains :string_replace_char :exec_dup (:string_indexof_char :string_nth :string_indexof_char :string_contains_char :boolean_and :string_iterate (:string_contains_char :boolean_not :string_rest :boolean_or 1 :integer_add :integer_quot 2 "abcdefghijklmnopqrstuvwxyz" 2 :string_contains "abcdefghijklmnopqrstuvwxyz" 1 :in2 true :in2 :string_parse_to_chars 2 :string_parse_to_chars :string_rest :string_remove_char :string_length :string_contains :integer_add :string_parse_to_chars 2) :exec_dup ())), :runtime (0.0030643119999999996 0.0030875519999999977 0.0031985680000000006 0.003115955999999999 0.0031354240000000017), :total-error 0, :amalgamated-error 0.015601812}
{:generation 110, :program (:string_contains_char :integer_eq :string_rest :integer_subtract :in2 :integer_eq :boolean_eq :integer_add :boolean_not :string_remove_char :string_from_char :boolean_not :in2 :in2 :string_reverse :string_rest false :string_length :boolean_eq :string_length :string_butlast :integer_eq :boolean_or :boolean_eq :boolean_or :string_nth :boolean_and :integer_eq :integer_eq :string_eq :string_indexof_char :integer_quot :integer_subtract :string_eq :boolean_and :string_drop :string_parse_to_chars :string_parse_to_chars :exec_dup (:string_parse_to_chars :string_eq :in2 :string_eq :string_parse_to_chars :string_replace_char :string_length :string_occurencesof_char :string_eq)), :runtime (0.00303646 0.0029935679999999985 0.0030195000000000013 0.0030217840000000004 0.0029767800000000005), :total-error 1, :amalgamated-error 1.015048092}
{:generation 111, :program (:integer_quot :string_take :boolean_and false :string_replace_char :string_contains :boolean_eq :string_nth :string_replace_char :string_eq 2 :boolean_or :string_eq :integer_eq :exec_dup (:string_nth :in2 :string_parse_to_chars :string_contains false :string_length :string_parse_to_chars :string_length :integer_eq :string_length false :string_reverse :string_iterate () :string_from_char :integer_add :integer_eq :integer_mult :string_rest :string_iterate (2 :string_occurencesof_char :string_iterate (:exec_if (:string_contains_char :integer_mult :string_reverse :integer_subtract :in1 true :string_parse_to_chars :string_contains :string_eq :string_butlast) (:in2 :string_parse_to_chars :string_length :string_eq))))), :runtime (0.003044663999999999 0.0029529240000000004 0.003030551999999999 0.0030780960000000007 0.003053211999999999), :total-error 0, :amalgamated-error 0.015159447999999999}
{:generation 112, :program (:string_indexof_char :integer_subtract :string_drop :string_contains "" :string_occurencesof_char :string_parse_to_chars :string_eq :string_replace_char :string_nth :string_eq :integer_quot 2 :string_occurencesof_char 2 :string_length :integer_mult :integer_mult :boolean_eq true :string_occurencesof_char :string_drop :string_indexof_char :string_remove_char 1 :in1 :integer_quot :string_contains :in2 :string_parse_to_chars :string_contains :string_occurencesof_char :integer_subtract :in1 :in2 :string_occurencesof_char :string_remove_char :string_parse_to_chars :string_remove_char 0 :in2 :string_remove_char :string_contains :string_contains :string_iterate (:string_parse_to_chars :string_eq)), :runtime (0.0029547079999999977 0.003061744000000001 0.0031056720000000003 0.0030573799999999976 0.0029895200000000025), :total-error 0, :amalgamated-error 0.015169024}
{:generation 113, :program (:string_indexof_char :string_butlast :string_reverse :in2 :string_rest :integer_add :boolean_and :string_take :string_remove_char :string_butlast 2 :string_occurencesof_char 1 :integer_mult :integer_eq :boolean_or 1 :boolean_or "" :in1 :string_drop 2 :in1 :exec_if (:integer_eq :string_drop :in2 :string_remove_char :boolean_eq :boolean_or 2 :in2 :string_parse_to_chars :string_length 2 :string_contains :string_replace_char :string_length :in2 :integer_quot :integer_subtract :string_indexof_char :string_length :string_length :string_contains :string_iterate ()) ()), :runtime (0.0029727880000000005 0.0029870119999999985 0.002016868 0.001775540000000001 0.0018379839999999998), :total-error 0, :amalgamated-error 0.011590192}
{:generation 114, :program (:string_indexof_char :integer_subtract :string_iterate (:string_eq :string_parse_to_chars :string_replace_char :integer_quot :string_replace_char :string_reverse :string_reverse :string_butlast :integer_quot) 2 :string_occurencesof_char :integer_eq :boolean_and :integer_mult false 2 false :string_concat :string_drop :string_butlast false :integer_eq :string_replace_char :string_remove_char :string_concat :integer_mult :string_concat :in1 :exec_dup (:boolean_not :string_occurencesof_char :string_from_char :in2 false 2 :integer_eq :string_iterate (:exec_dup () :string_length :string_parse_to_chars :string_drop :in2 0))), :runtime (0.0030749160000000013 0.0030485680000000037 0.04026462400000004 0.0018631799999999997 0.0018450320000000006), :total-error 0, :amalgamated-error 0.05009632000000005}
{:generation 115, :program (:string_indexof_char :string_butlast :string_drop :string_indexof_char :string_rest :integer_eq :integer_add :string_take :string_remove_char :string_butlast 2 :string_occurencesof_char :integer_mult :integer_eq :boolean_or 1 :boolean_or "" :in1 2 :exec_if (:integer_eq :in2 :string_remove_char :boolean_or 2 :in2 :string_parse_to_chars :string_length 2 :string_contains :string_replace_char :integer_quot :integer_subtract :string_indexof_char :string_length :string_length :string_contains :string_iterate (:string_butlast)) ()), :runtime (0.0029637720000000012 0.003045888000000002 0.03710130000000001 0.0030065080000000006 0.002997327999999999), :total-error 0, :amalgamated-error 0.049114796000000016}
{:generation 116, :program (:string_butlast :string_drop :string_indexof_char :integer_eq :integer_add :string_take 2 :string_occurencesof_char :integer_mult :integer_eq :boolean_or "" :in1 2 :exec_if (:integer_eq :in2 :string_remove_char :boolean_or :in1 2 :in2 :string_parse_to_chars :string_length 2 :string_contains :string_replace_char :integer_subtract :string_indexof_char :string_length :string_length :string_contains :string_butlast) ()), :runtime (0.0030647160000000025 0.002980664 0.0030542720000000002 0.003065448 0.0029743600000000005), :total-error 0, :amalgamated-error 0.015139460000000004}
{:generation 117, :program (:string_indexof_char :string_butlast :string_replace_char :string_indexof_char :string_rest :string_contains :integer_eq :integer_add :string_take :string_remove_char :string_butlast 2 :string_occurencesof_char :integer_mult :string_contains :integer_eq :boolean_or :boolean_or "" :in1 2 :exec_if (:integer_eq :in2 :string_remove_char :boolean_or 2 :in2 :string_parse_to_chars :string_length 2 :string_contains :string_replace_char :integer_quot :integer_subtract :integer_subtract :string_indexof_char :string_length :string_length) (:string_contains :string_iterate (:string_butlast))), :runtime (0.003035908000000002 0.0030231079999999974 0.0030271800000000043 0.0029835559999999983 0.002968100000000002), :total-error 0, :amalgamated-error 0.015037852000000004}
{:generation 118, :program (:string_from_char :string_remove_char :boolean_or :string_contains :string_indexof_char :string_remove_char :integer_quot :integer_quot :boolean_or :string_indexof_char :integer_quot :string_butlast :in2 :exec_if (:in1) () :string_butlast :string_indexof_char :string_butlast :string_iterate (:integer_add :exec_dup (:in2 :string_concat false :string_concat :string_eq :in2 :string_eq :string_replace_char :string_drop :string_parse_to_chars 2 :string_parse_to_chars :string_concat :string_contains :string_eq :integer_add :string_nth :integer_add :string_rest :string_indexof_char :string_butlast :in2 :string_parse_to_chars 2 :string_parse_to_chars :integer_subtract :boolean_eq :string_length :string_contains))), :runtime (0.003212607999999999 0.003146892 0.0032314839999999997 0.003064519999999999 0.018855075999999995), :total-error 0, :amalgamated-error 0.031510579999999996}
{:generation 119, :program (:integer_add :string_iterate (:boolean_not :string_contains 2) :in2 "abcdefghijklmnopqrstuvwxyz" 2 :string_eq 1 :string_concat :boolean_or :in1 :exec_dup (:string_eq false :string_eq :exec_dup (:boolean_eq 2 :string_nth :boolean_eq true :boolean_and :string_from_char :exec_dup (:string_remove_char :string_contains :string_contains 2 :string_contains :in2) :boolean_not :string_from_char :string_nth :string_nth :boolean_eq :in2 :string_occurencesof_char :in2 :string_parse_to_chars :integer_eq :string_remove_char :string_contains :string_length :string_length :in1 :string_remove_char :string_parse_to_chars))), :runtime (0.0030845000000000017 0.003058479999999999 0.0030184960000000003 0.003079908 0.0017769319999999995), :total-error 0, :amalgamated-error 0.014018316000000001}
{:generation 120, :program (:string_indexof_char :string_butlast :string_reverse :boolean_not :string_parse_to_chars :string_length :integer_eq :integer_add :string_eq :string_rest :integer_quot :integer_quot false :integer_add :string_occurencesof_char :string_butlast :string_take :boolean_and false :string_reverse 1 :integer_subtract :exec_dup (:boolean_or :integer_subtract :in2 2 :string_contains :string_from_char :string_parse_to_chars :string_occurencesof_char :string_parse_to_chars :string_iterate (:string_eq 1 :string_remove_char :string_length :string_eq))), :runtime (0.0030851479999999994 0.003082128000000001 0.00305456 0.0031101359999999977 0.0031485320000000008), :total-error 0, :amalgamated-error 0.015480503999999999}
{:generation 121, :program (:string_indexof_char :string_butlast :string_reverse :boolean_not :string_replace_char :string_parse_to_chars :string_length :integer_eq :integer_add :string_eq :string_rest :integer_quot :boolean_and :integer_quot false :integer_add :string_occurencesof_char :string_butlast :string_take :boolean_and false :boolean_or 1 :integer_subtract :exec_dup (:boolean_or :integer_subtract :in2 2 :string_contains :string_from_char :string_parse_to_chars :string_occurencesof_char :string_parse_to_chars :string_iterate (:string_eq :string_remove_char :string_length :string_eq))), :runtime (0.0030686200000000006 0.003063499999999998 0.003050311999999998 0.003016360000000001 0.003006272000000001), :total-error 0, :amalgamated-error 0.015205063999999999}
{:generation 122, :program (:string_length :string_length :in1 :string_drop :string_from_char "abcdefghijklmnopqrstuvwxyz" :integer_quot :integer_quot :string_length :integer_quot :integer_eq :integer_mult :string_eq :string_contains_char :string_concat :string_concat :boolean_and :string_from_char :string_indexof_char :string_rest :string_from_char :integer_add :string_rest :string_rest :boolean_or :integer_quot 1 :string_butlast :boolean_or :string_contains_char :string_contains_char :in2 :string_parse_to_chars 1 :string_length :string_contains :string_length :string_eq :string_parse_to_chars :string_drop :string_eq :in2 :string_butlast :in1 :string_contains), :runtime (0.003092027999999999 0.0030748639999999983 0.003075471999999999 0.003075496000000001 0.0069245880000000015), :total-error 0, :amalgamated-error 0.019242448}
{:generation 123, :program ("abcdefghijklmnopqrstuvwxyz" :string_indexof_char :string_concat 2 :integer_quot :string_nth :string_occurencesof_char false :string_butlast :string_from_char :integer_subtract "" :integer_add :string_rest :string_occurencesof_char :string_indexof_char :integer_eq :integer_quot :string_indexof_char true :in2 :boolean_and :string_parse_to_chars :string_parse_to_chars :boolean_or :integer_eq :string_parse_to_chars :exec_dup (:string_reverse :string_butlast :string_length :string_contains :in1)), :runtime (0.0017760959999999998 0.001768207999999999 0.0018239360000000002 0.0018340040000000002 0.0018225800000000014), :total-error 0, :amalgamated-error 0.009024824}
{:generation 124, :program (:integer_mult :string_nth :boolean_eq :string_eq :in1 :string_occurencesof_char "abcdefghijklmnopqrstuvwxyz" :integer_quot :integer_eq :integer_eq :integer_mult :string_take :string_contains_char :string_occurencesof_char :string_concat :string_contains :boolean_not "" :string_butlast :string_remove_char :string_butlast :string_occurencesof_char false :string_eq :string_remove_char :string_concat :string_rest :string_occurencesof_char :boolean_or :string_contains :string_contains :string_contains_char :string_occurencesof_char :in2 :string_parse_to_chars :boolean_eq :string_length :string_indexof_char :boolean_eq :integer_subtract :string_eq), :runtime (0.0030088039999999986 0.0029763759999999998 0.003016264000000003 0.003050019999999999 0.0030601640000000015), :total-error 1, :amalgamated-error 1.015111628}
{:generation 125, :program (:string_reverse :string_remove_char :boolean_not :boolean_or 2 :string_remove_char :exec_if (:in1 :string_replace_char :string_remove_char :in2 :integer_quot :integer_quot :in2 :string_eq :integer_mult :string_eq :boolean_and true :in1) (:string_butlast :string_occurencesof_char :string_concat :string_rest :string_eq :string_drop :string_reverse :string_remove_char :string_contains "" false :string_contains :in2 :integer_add 0 :string_rest :string_parse_to_chars :string_parse_to_chars :string_parse_to_chars true :string_contains :string_remove_char 0 :string_from_char :string_length :string_contains :string_parse_to_chars :string_parse_to_chars :string_take :string_length)), :runtime (0.0030570359999999995 0.003070152000000002 0.0030307480000000006 0.0021746199999999986 0.0018420999999999989), :total-error 0, :amalgamated-error 0.013174656}
{:generation 126, :program ("abcdefghijklmnopqrstuvwxyz" :string_nth :string_from_char 0 :integer_subtract :string_replace_char 0 :string_butlast :string_length :string_indexof_char :string_occurencesof_char :string_replace_char :boolean_and :boolean_and :integer_eq :boolean_not :in1 :string_from_char :string_parse_to_chars :string_from_char :string_iterate (:string_indexof_char :string_eq :string_from_char :integer_add :in2 :string_rest :integer_subtract :integer_subtract :string_indexof_char :string_remove_char :boolean_or 1 :string_iterate (:string_reverse :string_parse_to_chars 1 :string_parse_to_chars :in2 :string_parse_to_chars :string_iterate (1 :string_parse_to_chars :string_contains :string_iterate (:string_contains))))), :runtime (0.0031646960000000007 0.003095052000000002 0.0030551760000000023 0.0029955720000000006 0.0031626559999999994), :total-error 0, :amalgamated-error 0.015473152000000006}
{:generation 127, :program (:string_from_char :string_iterate (:integer_quot :string_replace_char :string_parse_to_chars :boolean_and :string_butlast :boolean_and :in1 :boolean_or :boolean_eq :in1 :string_butlast :string_contains :string_concat :boolean_and :string_replace_char 2 :in2 1 :string_from_char :integer_add :string_from_char :boolean_eq :string_remove_char :string_contains :string_contains_char :string_parse_to_chars 2 :integer_quot :string_contains :in2 :string_parse_to_chars :integer_eq :string_iterate (:string_parse_to_chars :string_contains true :boolean_eq :string_length :string_reverse :string_contains :in1 :string_remove_char))), :runtime (0.0030420440000000003 0.0030553239999999986 0.0031383519999999996 0.0031271920000000035 0.007749368000000003), :total-error 0, :amalgamated-error 0.020112280000000007}
{:generation 128, :program (:integer_subtract :integer_quot :exec_dup (:string_eq :string_contains :string_length :string_contains :integer_quot "") :string_replace_char :string_contains :boolean_not :boolean_eq :string_length :exec_if () (:boolean_and :string_contains :string_rest 0 :string_eq :string_from_char :boolean_or :string_concat :boolean_or :string_eq :string_contains :string_contains :boolean_not :boolean_or :string_parse_to_chars :boolean_eq false :string_parse_to_chars :string_from_char :boolean_eq) "" :string_contains :string_contains :in2 :string_rest :string_parse_to_chars :string_from_char :in2 2 :string_from_char :exec_dup (:string_length :string_contains)), :runtime (0.0030419960000000012 0.002983656 0.003109292000000001 0.0030958079999999994 0.0030948960000000006), :total-error 0, :amalgamated-error 0.015325648}
{:generation 129, :program (:string_nth :string_from_char :string_drop 0 :integer_subtract :string_replace_char 0 :string_butlast :string_indexof_char :string_occurencesof_char :string_replace_char :boolean_and :boolean_and :integer_eq 0 :boolean_not :boolean_and :string_reverse :string_from_char :string_take :string_iterate (:string_parse_to_chars :string_iterate (:string_indexof_char :string_eq :string_from_char :integer_mult :in2 :string_rest :boolean_not :integer_subtract :integer_subtract :string_replace_char :string_indexof_char :string_remove_char 1 :string_iterate (true :string_reverse :string_parse_to_chars 1 :string_parse_to_chars :in2 :string_parse_to_chars false :string_iterate (:string_parse_to_chars :string_contains :string_iterate (:string_contains)))))), :runtime (0.003078736000000001 0.0030234640000000013 0.0031591079999999994 0.0030624639999999987 0.0029772120000000008), :total-error 0, :amalgamated-error 0.015300984}
{:generation 130, :program (:string_nth :string_iterate (:integer_quot :string_replace_char :string_butlast :boolean_and :string_butlast :integer_mult :boolean_eq :in1 :string_butlast :string_contains :string_concat :integer_eq :boolean_not :string_occurencesof_char :in2 1 :integer_add :string_remove_char :string_contains :in1 :string_contains_char :string_parse_to_chars 2 :string_contains :in2 :string_parse_to_chars :integer_eq :string_iterate (:string_contains :string_length :string_reverse :string_contains :string_remove_char))), :runtime (0.003084384000000001 0.003079443999999998 0.0029818279999999984 0.003046924000000001 0.0018339520000000013), :total-error 0, :amalgamated-error 0.014026532000000001}
{:generation 131, :program (:integer_subtract :string_eq :string_contains :string_parse_to_chars :integer_quot "" :string_length :boolean_eq :exec_if (:boolean_not :boolean_eq "" :exec_if (:string_replace_char) (:boolean_and :string_concat :integer_quot :integer_add :string_occurencesof_char :exec_dup (:string_drop :boolean_or :boolean_eq :in1 :string_remove_char :string_reverse :string_contains 2 :boolean_not :boolean_eq :string_occurencesof_char false :boolean_eq :string_parse_to_chars :integer_subtract :string_length :exec_dup (:string_contains :string_rest :string_contains :string_parse_to_chars :string_from_char :in2 :string_parse_to_chars :exec_dup (0 :string_length :string_contains))))) ()), :runtime (0.003045888000000001 0.003119716 0.0029878240000000013 0.0030482200000000012 0.003060624), :total-error 0, :amalgamated-error 0.015262272000000002}
{:generation 132, :program (:integer_subtract :exec_dup (:string_eq :string_contains :string_length "") :string_length :string_parse_to_chars :boolean_eq :string_eq :exec_if (:exec_if (:string_eq :exec_if () (:string_concat :integer_quot :string_eq :string_iterate (:string_occurencesof_char :string_concat :boolean_or :boolean_or :string_contains :in1 2 :boolean_not :string_parse_to_chars :boolean_eq false :boolean_eq :boolean_eq false :boolean_eq "" :integer_subtract :string_contains :in2 :string_rest :string_parse_to_chars :string_from_char :string_contains_char 1 :string_from_char :string_from_char :string_eq :exec_dup (0 :string_length :string_contains)))) ()) ()), :runtime (0.003102684 0.0030140760000000022 0.0029894640000000003 0.003004607999999999 0.01033898), :total-error 0, :amalgamated-error 0.022449812}
{:generation 133, :program (:integer_subtract :string_eq :string_parse_to_chars :string_replace_char "" :string_contains_char 0 :string_eq :exec_if (:string_parse_to_chars :boolean_eq "" :exec_if (:exec_if (:boolean_eq :boolean_and :string_concat :integer_quot :integer_add :string_eq :exec_dup (:string_concat :boolean_not :boolean_eq :string_contains :string_remove_char 2 :string_contains :string_parse_to_chars :in1 :boolean_eq :boolean_eq :string_length :string_parse_to_chars :boolean_eq :string_occurencesof_char :string_contains :exec_dup (:integer_add 1 :integer_quot :string_rest :string_from_char :in2) :string_parse_to_chars 0 :string_length)) ()) ()) ()), :runtime (0.0031342559999999985 0.003062400000000004 0.0030774039999999993 0.0029863440000000015 0.003078168000000001), :total-error 0, :amalgamated-error 0.015338572000000005}
{:generation 134, :program (2 :string_contains_char :string_eq :boolean_and :string_iterate (:string_contains :string_butlast :string_replace_char :string_occurencesof_char :string_butlast :string_length :in1 false :string_occurencesof_char :string_from_char :string_length :integer_quot :string_iterate (:string_from_char :integer_quot :boolean_or :string_parse_to_chars :in2 1 :string_eq :string_length :integer_eq :exec_dup (:string_rest :integer_subtract :string_from_char :string_occurencesof_char :string_occurencesof_char :string_reverse :string_length :string_contains :string_contains :in2 :string_parse_to_chars :string_length :string_contains :string_parse_to_chars :string_iterate (1 :string_contains))))), :runtime (0.003020411999999998 0.0030222120000000007 0.0029286800000000025 0.003152764000000001 0.0030481600000000003), :total-error 0, :amalgamated-error 0.015172228000000003}
{:generation 135, :program (:integer_subtract :integer_subtract :in1 :string_contains :string_parse_to_chars :boolean_or :string_concat :string_indexof_char "" :string_butlast :string_rest :integer_eq :integer_subtract :exec_if () (:string_concat :string_occurencesof_char :string_contains :string_occurencesof_char :integer_add :string_occurencesof_char :string_remove_char :string_drop :exec_dup (:string_remove_char :exec_dup (:in1 :string_remove_char :string_contains :string_occurencesof_char :string_contains :string_contains :string_parse_to_chars :string_butlast :in2 :string_eq :string_parse_to_chars :string_contains :string_from_char :in2 :exec_dup (:string_contains))))), :runtime (0.0030883559999999996 0.0030984520000000002 0.0029311400000000018 0.0029959360000000016 0.03267753600000002), :total-error 0, :amalgamated-error 0.044791420000000026}
{:generation 136, :program (:string_replace_char :in1 :string_occurencesof_char :string_from_char :string_from_char :string_replace_char :boolean_not :string_drop :integer_quot :string_reverse :string_from_char :boolean_not :exec_dup (:exec_dup (:integer_mult :string_occurencesof_char :string_reverse :integer_subtract :string_indexof_char :string_take :string_contains 1 "abcdefghijklmnopqrstuvwxyz" 1 :string_reverse 2 :string_rest :boolean_eq :string_contains :string_remove_char :string_contains :string_indexof_char 1 :in2 :string_rest :string_parse_to_chars :string_eq :string_parse_to_chars :string_contains_char :string_eq :string_iterate ()))), :runtime (0.0030756400000000006 0.0030293039999999996 0.0030429599999999995 0.012803944 0.003004208000000003), :total-error 0, :amalgamated-error 0.024956056000000004}
{:generation 137, :program (:integer_subtract :in1 :string_remove_char :string_butlast :string_length "" :in1 "" :string_drop :boolean_eq :boolean_or :string_butlast :string_concat :integer_quot :string_reverse :in2 :integer_mult :string_replace_char :string_contains_char :string_from_char :string_eq :string_nth 0 :string_occurencesof_char :string_contains_char :string_rest :string_nth :boolean_or :string_drop :boolean_or :in2 2 :string_contains :string_parse_to_chars :boolean_eq 2 :integer_eq :string_contains :in2 :integer_add :string_parse_to_chars :string_iterate (:in1 :string_eq :string_length :string_contains :string_from_char :string_from_char :string_parse_to_chars :string_parse_to_chars :string_from_char :in1)), :runtime (0.003494152 0.003007735999999999 0.003065907999999999 0.0030271159999999994 0.003054724), :total-error 0, :amalgamated-error 0.015649635999999998}
{:generation 138, :program (:integer_subtract :in1 :string_iterate (:string_length :in1 :string_remove_char :string_drop :boolean_eq :string_length "" :string_replace_char true :string_eq :string_concat :boolean_or :string_from_char :string_contains_char :string_from_char :integer_eq :string_parse_to_chars :string_take :string_contains_char :in2 :string_parse_to_chars :string_length :string_eq :string_indexof_char :in2 2 :string_contains :string_occurencesof_char :boolean_eq :string_contains :in2 :string_iterate (:string_length :string_contains))), :runtime (0.003010412000000002 0.002963908000000002 0.0028962439999999988 0.003009468000000002 0.002956144), :total-error 0, :amalgamated-error 0.014836176000000006}
{:generation 139, :program (:integer_subtract :in1 :string_length :in1 :string_drop :boolean_eq :string_length "" :string_concat :string_replace_char true :string_eq :string_concat :string_concat :boolean_or :string_from_char :string_contains_char :string_from_char :integer_eq :string_contains :string_parse_to_chars :string_take :string_contains_char :in2 :string_parse_to_chars :string_length :string_eq :string_indexof_char :in2 2 :string_contains :string_occurencesof_char :boolean_eq :string_contains :in2 :string_length :string_contains), :runtime (0.0030076759999999978 0.0030057760000000012 0.003003127999999999 0.0029932160000000004 0.0030298480000000012), :total-error 0, :amalgamated-error 0.015039644}
{:generation 140, :program (:string_reverse :in1 "" :string_from_char :string_eq :string_remove_char :boolean_not :integer_add :string_occurencesof_char :in2 :string_nth :boolean_and :string_nth :integer_eq 2 :string_eq :string_occurencesof_char :exec_dup (:string_contains_char :string_contains true :string_indexof_char :string_butlast :string_iterate (:boolean_or :string_contains :string_occurencesof_char 1 :integer_subtract :string_rest :string_contains :string_parse_to_chars :integer_mult :in2 :string_parse_to_chars :string_parse_to_chars :string_length :string_eq :string_indexof_char :in1 :string_length :string_reverse))), :runtime (0.0029607080000000007 0.002950000000000001 0.003124619999999999 0.003048848000000001 0.003046820000000001), :total-error 0, :amalgamated-error 0.015130996000000002}
{:generation 141, :program (:string_from_char :string_reverse :boolean_not :in1 :string_contains :string_nth :string_concat "" :boolean_not :string_drop :integer_eq :string_butlast :integer_mult :exec_dup (false :string_parse_to_chars true :string_from_char :string_remove_char :integer_eq :string_parse_to_chars :integer_quot :integer_eq :in2 :string_parse_to_chars :string_length :string_parse_to_chars :string_nth :string_parse_to_chars :string_contains :string_indexof_char :boolean_or :in2) :string_parse_to_chars :string_butlast :string_contains :string_parse_to_chars :string_iterate (:string_iterate (:string_contains))), :runtime (0.003054820000000003 0.0030426159999999997 0.0029704079999999995 0.006345292000000001 0.0029834560000000015), :total-error 0, :amalgamated-error 0.018396592000000003}
