{:generation 0, :program (:string_indexof_char :string_contains_char :string_concat :integer_add :string_replace_char true :boolean_or :string_concat :string_contains :integer_quot true :exec_dup (:exec_dup (true :integer_mult :string_butlast :string_replace_char :boolean_not :string_take :in1 :string_iterate (:string_parse_to_chars)))), :runtime (0.0024950960000000005 0.0018786719999999988 0.0018031039999999992 0.001785647999999999 0.001802344), :total-error 2, :amalgamated-error 2.009764864}
{:generation 109, :program (:string_parse_to_chars :string_contains false :string_take :exec_dup (:string_contains :boolean_or :boolean_eq :string_rest 0 true :string_drop :string_replace_char :string_from_char :in1 :string_contains :integer_quot :boolean_eq :integer_add :string_length :string_nth :string_nth :string_nth :integer_mult :boolean_or :string_take :string_eq :in2 :in2 :string_from_char :string_length :integer_subtract :in2 :string_from_char :string_occurencesof_char 1 :string_concat :string_rest :integer_subtract :integer_quot :string_reverse :string_parse_to_chars :string_eq)), :runtime (0.003043096000000004 0.0030524960000000018 0.003082151999999999 0.003013603999999999 0.0020667199999999998), :total-error 0, :amalgamated-error 0.014258068000000004}
{:generation 110, :program (:boolean_and :boolean_or false :boolean_not :exec_dup (2 :string_contains :string_occurencesof_char :string_butlast :integer_subtract :string_contains :boolean_and :integer_subtract :string_occurencesof_char true :string_indexof_char :string_nth) :string_from_char false :in1 2 :integer_add :integer_add :string_nth :string_parse_to_chars :string_reverse 0 1 :boolean_or :string_contains :integer_eq :string_length 0 :string_parse_to_chars :integer_subtract :in2 :string_indexof_char :string_contains 1 :string_length :string_iterate (0 :string_length :string_reverse :string_replace_char :string_parse_to_chars false :string_contains :string_drop 2 :string_replace_char :string_parse_to_chars :in2 :boolean_and :integer_add :string_reverse :boolean_or :string_parse_to_chars :string_eq)), :runtime (0.0018186919999999996 0.0018428720000000004 0.0017734839999999994 0.0017829480000000001 0.0017801399999999993), :total-error 1, :amalgamated-error 1.008998136}
{:generation 111, :program (0 :string_length :string_nth :string_drop false :boolean_eq :string_nth :integer_mult :string_indexof_char :string_contains :integer_quot true 2 :string_replace_char :boolean_eq :string_occurencesof_char :integer_mult 1 :string_contains_char :integer_eq :string_replace_char :integer_add :string_parse_to_chars 2 :exec_dup (false :string_reverse true :string_from_char :boolean_eq :integer_quot :boolean_not :string_remove_char :boolean_eq :integer_add :in1 :string_contains_char :string_butlast :string_parse_to_chars 0 :boolean_not :string_parse_to_chars :integer_eq :string_length 1 :string_eq :string_drop :string_concat :string_contains :boolean_not :string_remove_char :boolean_not :integer_subtract "" 1 :in2 :string_parse_to_chars)), :runtime (0.0030207239999999994 0.002963276000000001 0.003042767999999997 0.003050052000000001 0.003010004000000001), :total-error 0, :amalgamated-error 0.015086823999999999}
{:generation 112, :program (0 :string_length :string_nth false :boolean_eq :string_nth :integer_mult :integer_quot true 2 :boolean_and :string_replace_char :boolean_eq :string_occurencesof_char :integer_mult :string_contains_char :integer_eq :string_eq :string_replace_char :integer_add :boolean_and :string_parse_to_chars 2 :exec_dup (false :string_reverse :string_from_char :boolean_eq :integer_quot :boolean_not :string_remove_char :boolean_eq :integer_add :in1 :string_contains_char :string_butlast :string_parse_to_chars 0 :boolean_not :string_parse_to_chars :boolean_eq :integer_eq :string_length 1 :string_eq :string_drop :string_concat :integer_eq :string_contains :boolean_not :boolean_not :integer_subtract "" 1 :in2 :string_parse_to_chars)), :runtime (0.0030799079999999997 0.003012584 0.003054783999999999 0.003009744 0.0030312440000000006), :total-error 0, :amalgamated-error 0.015188264}
{:generation 113, :program (:boolean_not :string_replace_char :string_nth :string_from_char :string_drop :string_occurencesof_char :boolean_eq :string_nth :string_contains :string_drop :integer_mult :string_take true :string_length "abcdefghijklmnopqrstuvwxyz" :string_contains :integer_add :string_remove_char :integer_quot :string_butlast :exec_dup (:integer_subtract :string_take :string_replace_char :boolean_not :integer_eq :integer_mult :integer_add 2 :string_rest :in2 :string_replace_char :string_take :string_length :integer_eq :string_eq :string_rest :string_contains :integer_subtract :string_remove_char :string_parse_to_chars :string_indexof_char 1 :in2 :string_parse_to_chars 0 :string_length false :integer_quot) :string_reverse 2 :string_contains), :runtime (0.002090511999999999 0.0017587280000000002 0.0018175600000000002 0.001815932 0.0018263080000000007), :total-error 1, :amalgamated-error 1.00930904}
{:generation 114, :program (0 :in1 :string_replace_char :string_replace_char :string_contains :string_eq :string_contains_char :string_from_char :string_iterate (false :exec_dup (2 :string_eq :in1 :integer_eq :string_iterate (:in1 true :string_length :string_drop :string_remove_char :string_parse_to_chars :string_butlast false :string_rest :string_contains :boolean_not :integer_subtract :integer_quot :string_contains_char :string_occurencesof_char :string_contains_char :string_from_char :string_parse_to_chars :boolean_and :boolean_eq "" :boolean_not false :string_parse_to_chars :integer_eq "abcdefghijklmnopqrstuvwxyz" :string_take :integer_eq :string_eq :in2 2 :string_contains_char :in2 :string_parse_to_chars :string_length :string_parse_to_chars :string_reverse :string_contains :string_from_char :string_rest :in2 :integer_add :string_length)))), :runtime (0.003172296 0.003101647999999998 0.003054408000000002 0.0030392080000000003 0.003011736), :total-error 0, :amalgamated-error 0.015379296}
{:generation 115, :program (:integer_mult :in2 :integer_mult 1 :integer_add :string_concat :string_parse_to_chars :string_concat "abcdefghijklmnopqrstuvwxyz" :string_iterate (:string_butlast :integer_mult :string_reverse :string_parse_to_chars :integer_quot :integer_mult :integer_mult :string_contains :string_take 0 :string_take :boolean_or :string_parse_to_chars :string_length :string_rest :string_occurencesof_char :integer_mult :string_indexof_char :integer_eq :string_eq :boolean_not true :string_occurencesof_char :integer_subtract :string_parse_to_chars :string_parse_to_chars :string_contains :string_indexof_char :string_length :integer_eq :in2 :string_contains :boolean_and :string_length :string_parse_to_chars :string_length :string_concat :boolean_and :in2 :string_reverse :integer_add :string_contains :in2 :string_parse_to_chars :integer_subtract)), :runtime (0.0029934440000000014 0.003189007999999999 0.002970755999999998 0.0030662239999999998 0.00309742), :total-error 0, :amalgamated-error 0.015316851999999997}
{:generation 116, :program (:integer_mult :in2 :string_indexof_char :integer_mult 1 :integer_add :string_concat :string_parse_to_chars :string_concat "abcdefghijklmnopqrstuvwxyz" :string_iterate (:string_butlast :integer_mult :string_reverse :string_parse_to_chars :integer_mult :integer_mult :string_contains :string_take 0 :string_take :boolean_or :string_parse_to_chars :string_length :string_rest :string_occurencesof_char :integer_mult :string_indexof_char :integer_eq :string_eq :boolean_not true :string_occurencesof_char :integer_subtract :string_parse_to_chars :string_parse_to_chars :string_contains :string_indexof_char :string_length :integer_eq :in2 :string_contains :string_length :string_parse_to_chars :string_length :boolean_and :in2 :string_reverse :integer_add :string_contains :in2 :string_parse_to_chars)), :runtime (0.0030377240000000008 0.0030070640000000007 0.003054736 0.039144051999999936 0.0031631720000000014), :total-error 0, :amalgamated-error 0.05140674799999994}
{:generation 117, :program (1 :integer_add 0 :string_contains_char :boolean_not 1 :string_concat :string_replace_char :string_remove_char :string_rest :integer_subtract :string_take :string_concat :string_from_char :boolean_or :integer_quot :integer_quot :string_indexof_char :string_length :string_parse_to_chars :string_parse_to_chars :integer_mult :integer_mult :string_nth :string_contains :boolean_and 2 :exec_if (:string_take :string_contains_char :string_take :string_from_char :string_take :string_eq :integer_quot :in2 :string_contains :string_parse_to_chars :string_parse_to_chars :string_from_char :string_contains :string_nth :string_parse_to_chars :integer_quot "" :integer_subtract :string_reverse :string_parse_to_chars :exec_dup (:in2 :string_parse_to_chars :string_length :string_take :string_contains_char)) ()), :runtime (0.002290336000000001 0.0018656319999999994 0.001852056000000001 0.0017759840000000004 0.0017928679999999995), :total-error 1, :amalgamated-error 1.009576876}
{:generation 118, :program (:integer_add :integer_add :string_contains :string_drop :string_contains_char :string_length :string_indexof_char :boolean_or :integer_eq :string_take :string_drop :integer_mult 2 :boolean_and :integer_quot :string_replace_char :string_occurencesof_char :string_indexof_char :string_contains :string_contains_char :exec_dup (0 :in1 :string_remove_char :string_occurencesof_char :string_contains :string_reverse :string_replace_char :boolean_and :string_nth false :string_occurencesof_char :integer_add :string_rest :string_parse_to_chars :string_iterate (:string_replace_char :boolean_and :string_contains :string_contains_char :in2 :string_reverse :string_parse_to_chars :string_take :string_contains :in2 :string_contains_char :string_parse_to_chars true :string_length :string_contains :integer_add :string_contains :string_length))), :runtime (0.003016952 0.0017797119999999997 0.0017731200000000004 0.001773736000000001 0.0017769959999999997), :total-error 1, :amalgamated-error 1.010120516}
{:generation 119, :program (:string_from_char :string_take :string_from_char :boolean_and :boolean_and :string_nth :string_reverse :string_contains :string_reverse :string_rest true :string_drop :integer_subtract :string_replace_char :integer_add :string_concat :boolean_eq :string_contains_char :string_indexof_char :integer_subtract :integer_quot :string_occurencesof_char 1 :string_take :in2 :integer_add :string_take :boolean_not false :in2 false :string_indexof_char :boolean_and :in2 :string_parse_to_chars :string_occurencesof_char :integer_subtract :string_parse_to_chars 1 :boolean_eq :integer_mult :string_parse_to_chars :string_parse_to_chars :string_length :integer_eq :string_length :string_eq :string_nth :in1 :string_contains_char :boolean_or :in2 :string_contains :string_parse_to_chars :string_length :string_contains :string_length :string_eq :boolean_and :string_concat :in2), :runtime (0.0029672080000000024 0.003075504000000001 0.0031520559999999986 0.003098468000000002 0.0029917919999999988), :total-error 0, :amalgamated-error 0.015285028000000003}
{:generation 120, :program (:string_nth :exec_if (:string_contains :string_contains :string_nth true :string_contains_char :string_butlast :boolean_or :string_remove_char false :string_indexof_char :exec_dup (:exec_dup (true :string_eq :exec_dup (:string_iterate (:string_eq :boolean_eq :integer_quot) :boolean_eq :boolean_not :string_parse_to_chars :in2 :string_drop :boolean_not :integer_mult :boolean_not :string_take :string_contains :string_contains 1 :in2 :string_parse_to_chars :integer_add :integer_quot :string_indexof_char :in2 true :integer_eq) :in2 :integer_quot :string_eq :string_from_char :string_parse_to_chars :string_eq))) ()), :runtime (0.0029855200000000015 0.003025984 0.0030825440000000004 0.0030363599999999984 0.04103493199999995), :total-error 0, :amalgamated-error 0.05316533999999995}
{:generation 121, :program (1 :integer_mult :integer_mult :boolean_not :integer_quot :string_contains :boolean_eq false :string_nth :exec_dup (:integer_add :string_replace_char :string_rest :string_from_char :in1 :string_eq :string_from_char :integer_eq :string_contains :in1 :string_contains :string_rest :in2 :boolean_eq :string_remove_char :string_replace_char :exec_dup (:string_contains 1 :string_take :integer_mult 2 :string_take :string_rest :integer_mult :in2 :string_length :integer_quot :string_contains :in2 :string_contains false :in2 :string_length :string_take) :string_drop :string_contains :in2 :string_rest :string_reverse :string_length :in2 :string_reverse :string_parse_to_chars :string_contains)), :runtime (0.0018491679999999996 0.0017808039999999991 0.0017773599999999989 0.0018383520000000001 0.0018257400000000004), :total-error 1, :amalgamated-error 1.009071424}
{:generation 122, :program (:string_take :string_indexof_char 1 :string_drop :string_contains_char :string_contains :string_contains_char :boolean_not :string_butlast :boolean_or :string_contains :string_length :integer_add :string_contains_char :string_contains :boolean_and 0 :integer_subtract :boolean_eq :string_butlast :in2 :string_parse_to_chars :string_length :string_contains :string_reverse :integer_add :string_length :string_parse_to_chars :string_parse_to_chars 0 :integer_mult :integer_mult :in2 :string_from_char :boolean_eq :string_parse_to_chars :string_replace_char :exec_dup (:string_contains_char :string_remove_char :exec_dup (:string_concat :string_reverse :string_reverse :string_reverse :string_contains :string_length ""))), :runtime (0.003037808 0.003058095999999998 0.0030749399999999974 0.003063908 0.003124236000000001), :total-error 0, :amalgamated-error 0.015358987999999995}
{:generation 123, :program (:string_take :string_indexof_char 1 :string_drop :string_contains_char :boolean_and :string_contains_char :boolean_not :string_butlast :boolean_or :string_length :integer_add :string_contains_char :boolean_and 0 :integer_subtract :boolean_eq :string_butlast :in2 :string_parse_to_chars :string_length :string_reverse :integer_add :string_length :string_parse_to_chars :string_parse_to_chars :integer_mult :integer_mult :in2 :string_from_char :boolean_eq :string_parse_to_chars :string_replace_char :exec_dup (:string_contains_char :string_remove_char :exec_dup (:string_concat :string_reverse :string_reverse :string_reverse :string_contains :string_length ""))), :runtime (0.0030237360000000004 0.0030295639999999998 0.002985612000000001 0.003025780000000001 0.0017636039999999987), :total-error 0, :amalgamated-error 0.013828296}
{:generation 124, :program (false 2 :string_contains :string_replace_char :string_contains true :string_contains :boolean_or :integer_eq :boolean_or :string_take false false :string_length 2 :string_from_char :string_concat :string_butlast :string_concat :in2 :integer_add :string_contains_char :integer_eq :exec_dup (:string_occurencesof_char false :string_from_char :string_parse_to_chars :string_from_char :string_occurencesof_char :string_length :boolean_or :string_parse_to_chars :integer_eq :string_occurencesof_char :string_parse_to_chars :boolean_or 2 :string_parse_to_chars :integer_eq :string_from_char :string_replace_char :string_reverse :boolean_and true :integer_eq :integer_eq :integer_subtract :string_drop :string_indexof_char :integer_subtract :string_nth :string_parse_to_chars :string_drop :string_parse_to_chars :exec_dup (:string_reverse :string_contains :string_length 0 :string_eq :in2 :string_occurencesof_char))), :runtime (0.003257316000000002 0.003256468000000002 0.003119636 0.0029757840000000004 0.0031279559999999994), :total-error 0, :amalgamated-error 0.015737160000000004}
{:generation 125, :program (:string_concat :string_drop :string_butlast :boolean_or :string_nth :string_butlast :boolean_or :boolean_eq :exec_dup (:integer_eq :string_length :string_contains "abcdefghijklmnopqrstuvwxyz" :string_reverse 1 :string_replace_char :boolean_not :boolean_or :in2 :integer_add :string_take :boolean_or :integer_add :string_contains :string_from_char :string_nth :string_contains :string_length :string_parse_to_chars :in2 :exec_dup (:string_parse_to_chars :string_length :string_contains 0 :integer_quot :string_replace_char :boolean_or :integer_quot 2 :string_remove_char :string_take :string_remove_char :string_length 1 :integer_subtract :boolean_or :string_contains))), :runtime (0.003052675999999999 0.014977708000000001 0.0030235600000000007 0.0029652160000000027 0.0030158240000000007), :total-error 0, :amalgamated-error 0.027034984000000005}
{:generation 126, :program (:exec_if (:string_length :string_from_char :in2 :string_eq :string_contains :string_butlast :integer_quot :string_take :string_nth true :string_drop :string_contains :string_drop :integer_subtract true :string_concat :string_iterate (:string_occurencesof_char :string_from_char :in1 :string_contains 2 :exec_dup (:string_length :exec_if (:string_replace_char) (:boolean_or 1 :string_parse_to_chars "" :integer_eq true :in1 :integer_eq :string_indexof_char :integer_subtract :string_rest :boolean_or) :boolean_or :string_remove_char :string_indexof_char :in2 :integer_quot :string_parse_to_chars :string_length :string_eq))) ()), :runtime (0.0030839799999999983 0.0031228559999999994 0.0019379199999999992 0.0030479440000000008 0.0029814559999999986), :total-error 0, :amalgamated-error 0.014174155999999995}
{:generation 127, :program (:string_contains :string_concat :string_from_char :in2 :string_replace_char :string_contains :string_nth :integer_quot :string_take :string_nth :string_contains :string_length :string_contains :string_drop :integer_subtract true :string_concat :string_from_char :string_occurencesof_char :string_take :boolean_not :string_contains :string_contains :in2 :string_length :string_take :string_replace_char :boolean_or :string_from_char :in2 "" :string_parse_to_chars true :in1 :integer_eq :string_indexof_char :string_contains :string_contains_char :string_contains :boolean_or :string_remove_char :string_replace_char :in2 :integer_mult :string_parse_to_chars :string_length :string_eq), :runtime (0.001862032 0.0017647080000000007 0.001765816 0.0018089640000000014 0.0018132160000000012), :total-error 1, :amalgamated-error 1.009014736}
{:generation 128, :program (:boolean_and 2 :integer_mult :string_parse_to_chars :string_butlast :string_replace_char 0 :boolean_eq :string_eq :string_take :string_replace_char 2 :string_length :string_drop :string_butlast :string_occurencesof_char :boolean_eq :string_replace_char :in2 :string_rest :string_concat :integer_mult :string_eq :integer_quot :string_parse_to_chars :string_eq :string_nth :integer_quot :string_contains :boolean_and :integer_subtract :string_take :string_eq :string_remove_char :in2 :string_length :in2 :string_eq :string_from_char true :string_contains :string_reverse :string_indexof_char :integer_quot :string_parse_to_chars :string_reverse :string_parse_to_chars :string_contains :string_parse_to_chars), :runtime (0.0029496640000000007 0.0030117959999999997 0.0030941040000000025 0.0030181679999999995 0.0029237400000000006), :total-error 0, :amalgamated-error 0.014997472000000003}
{:generation 129, :program (:string_nth :string_concat :string_iterate () 0 false :string_reverse 0 :exec_dup (:string_from_char 0) :integer_add :string_drop :string_contains_char :string_eq :boolean_not :string_contains_char :in2 :string_from_char :string_take :in1 :string_from_char :in1 :string_contains_char :string_parse_to_chars :integer_mult :integer_mult :string_contains :integer_add :string_contains_char :in2 :string_replace_char :integer_subtract :string_length :string_parse_to_chars "" :integer_eq :string_indexof_char 1 :string_drop :string_replace_char :in2 :string_rest :string_eq :in2 "abcdefghijklmnopqrstuvwxyz" 0 :string_length :string_eq :in2 :string_contains_char :string_occurencesof_char :in1 :in2 :string_reverse :string_parse_to_chars :string_contains), :runtime (0.002807748000000002 0.0018860279999999999 0.0018532159999999985 0.0018482 0.0018405800000000003), :total-error 1, :amalgamated-error 1.010235772}
{:generation 130, :program (:integer_mult :string_nth "abcdefghijklmnopqrstuvwxyz" :string_eq :integer_mult :string_nth :string_nth :string_butlast :integer_quot :boolean_not :string_contains_char :boolean_eq :string_eq 2 :string_length 2 :integer_eq :string_iterate (:in1 :string_eq :string_iterate (:string_contains_char) :string_parse_to_chars :string_indexof_char :string_reverse 1 :string_parse_to_chars :in2 "abcdefghijklmnopqrstuvwxyz" :integer_quot :string_iterate (:integer_quot true :boolean_or :string_parse_to_chars 1 :exec_if (:string_contains_char :string_contains :integer_subtract :string_take :string_eq :string_reverse :string_remove_char :integer_quot :in2 :string_replace_char :string_parse_to_chars :string_length :string_contains) ()))), :runtime (0.0017677959999999992 0.00298164 0.002983264000000001 0.003017684000000001 0.0029888599999999994), :total-error 0, :amalgamated-error 0.013739244000000001}
{:generation 131, :program (:string_contains :string_concat "" :string_from_char 2 :string_butlast true :string_reverse :string_replace_char :string_contains_char :string_butlast :string_concat :string_length :string_drop :boolean_eq :integer_eq :string_from_char :exec_dup (:string_concat :string_take :integer_subtract :integer_mult true :boolean_not :string_butlast :in2 :string_replace_char :string_contains :string_reverse :boolean_or :integer_subtract :string_rest :in1 :string_from_char :in2 1 1 :integer_quot :string_parse_to_chars) :string_contains :string_parse_to_chars 2 :string_remove_char :string_remove_char :in2 :string_parse_to_chars :string_length :integer_subtract :boolean_eq :string_take :boolean_eq :string_contains :string_parse_to_chars :string_parse_to_chars), :runtime (0.0019313479999999985 0.0017717679999999995 0.001765296000000001 0.0017708319999999993 0.0017694119999999984), :total-error 1, :amalgamated-error 1.009008656}
{:generation 132, :program (:in1 :string_nth :string_from_char :integer_subtract 0 :string_contains_char :boolean_and :integer_quot :string_take :string_contains :string_rest :boolean_or :exec_dup (:string_eq :integer_mult :boolean_or :integer_quot 0 :integer_mult "abcdefghijklmnopqrstuvwxyz" :integer_subtract :boolean_eq :string_drop 2 :string_contains :boolean_and :string_reverse :boolean_eq) :string_parse_to_chars :boolean_or false :string_eq :string_from_char :in1 :boolean_eq :integer_eq :string_parse_to_chars :string_parse_to_chars :boolean_and :in1 :string_concat :string_length :string_replace_char :string_butlast :boolean_or :exec_dup (:integer_mult :in2 :string_parse_to_chars :string_length :string_contains :string_parse_to_chars :string_length :string_contains)), :runtime (0.0029707000000000006 0.0029633199999999985 0.002959911999999998 0.0029776840000000004 0.003008947999999998), :total-error 0, :amalgamated-error 0.014880563999999995}
{:generation 133, :program (true :string_take :string_remove_char :boolean_not :string_contains false :string_reverse :integer_quot false "abcdefghijklmnopqrstuvwxyz" :string_take :string_length :string_eq :string_remove_char :string_iterate (:boolean_eq :string_butlast :exec_dup (:string_remove_char :string_parse_to_chars 1 :string_occurencesof_char :string_contains_char :string_parse_to_chars :integer_add :integer_quot :string_parse_to_chars :string_parse_to_chars :in1 :string_remove_char :string_reverse :string_parse_to_chars :in1 :string_indexof_char :string_parse_to_chars :string_remove_char :exec_dup (:boolean_not :string_reverse :string_contains :in2 :string_drop :string_concat :string_parse_to_chars 0 :string_replace_char :integer_add)))), :runtime (0.0030196680000000014 0.0018346720000000003 0.0017652320000000005 0.0017782079999999981 0.0017840199999999992), :total-error 1, :amalgamated-error 1.0101818}
{:generation 134, :program (:string_nth :integer_add :string_take :boolean_and :integer_subtract :string_nth :string_remove_char :boolean_not :in1 :string_reverse :integer_subtract :string_contains_char :string_nth :integer_quot :string_drop :string_occurencesof_char :string_contains_char :exec_dup (:integer_quot :integer_subtract :string_remove_char :in2 :boolean_not :string_parse_to_chars :string_remove_char :string_length "" :string_indexof_char 2 :string_reverse :integer_add :string_butlast) :string_occurencesof_char :string_reverse 2 :string_nth :integer_subtract :string_length :string_rest :in1 :string_drop :string_eq :string_drop :integer_eq :string_occurencesof_char 0 :string_concat 0 :integer_add :string_reverse :string_contains :string_reverse :string_iterate (:string_occurencesof_char :string_contains_char) :in2 :in2 :string_parse_to_chars :string_contains :string_indexof_char :integer_mult :in2 :string_from_char :boolean_or :string_replace_char :string_parse_to_chars), :runtime (0.0030483079999999987 0.003055267999999999 0.003027688 0.0030177800000000003 0.002188748), :total-error 0, :amalgamated-error 0.014337791999999999}
{:generation 135, :program (:string_drop :in1 :string_from_char :integer_quot 0 :string_contains_char :boolean_and :integer_quot :string_contains :string_contains_char :string_rest :boolean_or :integer_add :exec_dup (:string_drop :string_eq :integer_mult :boolean_or :integer_subtract :boolean_eq :string_butlast :string_drop :string_contains :integer_eq :boolean_and :string_reverse) 0 :string_reverse :boolean_or :exec_dup (false :integer_add :string_from_char :boolean_eq :integer_eq :string_parse_to_chars :string_parse_to_chars :integer_subtract :string_concat :string_replace_char :string_butlast :string_reverse :boolean_or :in2 :string_parse_to_chars :string_length :string_contains :string_length :string_contains)), :runtime (0.0029323000000000014 0.0030277959999999997 0.0029666159999999996 0.003026259999999997 0.0030365920000000016), :total-error 0, :amalgamated-error 0.014989564}
{:generation 136, :program (:string_drop :in1 :integer_quot 0 :string_contains_char :string_rest :integer_quot :string_contains :string_contains_char :string_rest :boolean_or :in1 :integer_add :exec_dup (:string_drop :string_eq :integer_mult :boolean_or :string_contains_char :integer_subtract :boolean_eq :string_butlast :string_drop :string_contains :integer_eq :boolean_and :boolean_or :string_reverse) 0 :string_reverse :boolean_or :exec_dup (false :integer_add :string_from_char :boolean_eq :integer_eq :string_parse_to_chars :string_parse_to_chars :integer_subtract :string_concat :string_replace_char :string_butlast :string_reverse :string_contains :in2 :string_parse_to_chars :string_length :string_contains :string_length :string_contains)), :runtime (0.003011140000000001 0.002963215999999998 0.001851004000000001 0.001780143999999998 0.001828051999999999), :total-error 0, :amalgamated-error 0.011433555999999996}
{:generation 137, :program (:string_replace_char false :in1 "" :boolean_not :boolean_not :string_reverse :string_nth 2 :boolean_eq :string_length :string_length :in1 0 :in2 :string_butlast 1 :string_eq :string_nth 0 :string_contains_char :string_take :string_contains :integer_quot :exec_dup (:string_remove_char :exec_dup (:integer_add :string_remove_char :integer_quot :string_parse_to_chars :boolean_and :in2 :integer_subtract :exec_dup (:string_parse_to_chars :string_drop :string_length :string_eq 0 :integer_quot :string_replace_char)))), :runtime (0.003007247999999998 0.0030517440000000016 0.014030791999999997 0.003187203999999995 0.002990383999999999), :total-error 0, :amalgamated-error 0.02626737199999999}
{:generation 138, :program (:string_nth :integer_add :string_take :boolean_and :integer_subtract :string_remove_char :boolean_not :exec_if (:string_reverse :string_rest :integer_subtract :string_contains_char :integer_quot :exec_if (:string_contains_char :string_occurencesof_char :string_contains_char) (:exec_dup (:integer_quot false :in2 :integer_mult :string_parse_to_chars :string_remove_char :string_length "" :string_indexof_char 2 :integer_add :string_butlast) :string_occurencesof_char "abcdefghijklmnopqrstuvwxyz" :string_reverse :string_drop :integer_subtract :string_rest :string_contains :in1 :integer_subtract :string_occurencesof_char :string_drop :string_drop :string_drop :integer_eq :string_occurencesof_char 0 :string_take :string_concat :string_eq :integer_add :string_contains :string_from_char :string_reverse :string_contains_char) :in2) (:in2 :string_parse_to_chars 1 :string_indexof_char) :integer_mult :in2 :string_from_char :boolean_or :string_replace_char :string_parse_to_chars), :runtime (0.0030136760000000025 0.0030468559999999993 0.003079255999999998 0.0030531360000000014 0.011301744), :total-error 0, :amalgamated-error 0.023494668000000003}
{:generation 139, :program (:string_drop :integer_quot 0 "" :string_contains_char true :string_contains :string_contains_char :string_rest :boolean_or :in1 :integer_add :exec_dup (:integer_eq :string_iterate (:string_parse_to_chars :boolean_and 2 :exec_dup (false :integer_subtract :boolean_eq "" :boolean_or :string_butlast :string_drop :integer_subtract :string_occurencesof_char :integer_mult :boolean_or :boolean_or :integer_quot :integer_add :boolean_or :string_from_char false :integer_mult :string_parse_to_chars :string_eq :string_reverse :integer_eq :string_parse_to_chars :in2 :string_replace_char :string_parse_to_chars :string_occurencesof_char "abcdefghijklmnopqrstuvwxyz" :in1 :string_eq :string_parse_to_chars :string_parse_to_chars :string_indexof_char :string_contains :string_length :string_contains :string_length :string_contains)))), :runtime (0.003090471999999999 0.002996415999999998 0.003034556 0.003102179999999998 0.05167684399999999), :total-error 0, :amalgamated-error 0.06390046799999999}
{:generation 140, :program (:string_contains_char :string_contains_char :string_butlast :string_eq :string_nth false :boolean_eq 2 :string_reverse :string_take :string_replace_char :exec_dup (:string_reverse :string_parse_to_chars false :string_occurencesof_char) :exec_dup (:in1 :integer_add :string_rest :string_concat :string_rest :boolean_or :string_from_char :exec_dup (:string_from_char :integer_eq :string_contains :string_contains_char :string_eq :string_length true :in2 :string_reverse :in1 :string_parse_to_chars :string_replace_char :string_replace_char :string_eq :string_reverse 2))), :runtime (0.001773724 0.0017758039999999998 0.0017718120000000006 0.001762420000000001 0.001765872), :total-error 1, :amalgamated-error 1.008849632}
{:generation 141, :program (:boolean_eq :boolean_not :string_concat :boolean_not :string_contains_char true :boolean_eq :string_parse_to_chars :string_take "" :boolean_eq true :integer_eq :integer_mult :in1 :integer_eq 0 :integer_quot :string_eq "abcdefghijklmnopqrstuvwxyz" :exec_dup (:string_indexof_char :string_contains :in2 :string_drop :string_concat :integer_mult :string_take :string_parse_to_chars :string_replace_char :string_from_char :string_from_char) :string_occurencesof_char :string_parse_to_chars :string_length :string_length :integer_add :in1 :in2 :string_indexof_char :string_from_char :string_parse_to_chars :integer_subtract :integer_mult :boolean_not :string_from_char 2 :integer_eq :string_remove_char :string_eq :string_occurencesof_char :string_length :string_parse_to_chars :string_eq :string_concat), :runtime (0.0030397919999999995 0.0018171199999999987 0.0017832719999999992 0.00178486 0.0017792039999999993), :total-error 1, :amalgamated-error 1.010204248}
{:generation 142, :program (:string_from_char :string_eq :string_remove_char :exec_dup (:string_take :string_contains_char :integer_quot :integer_subtract :boolean_eq :string_take :integer_subtract :boolean_or :exec_dup (:string_eq :integer_quot :in2 2 :in2 :string_indexof_char :integer_eq :in2 :string_remove_char :string_butlast :string_contains :in1 :string_concat :string_concat :string_parse_to_chars :string_from_char :string_from_char :in2 "abcdefghijklmnopqrstuvwxyz" :string_drop :string_contains_char :in2 :string_replace_char :integer_eq 0 :in2 :string_contains :in2 :string_parse_to_chars :string_length :string_eq :in2 :string_replace_char :string_iterate (:string_length :string_eq :string_occurencesof_char)))), :runtime (0.0019194760000000005 0.001763740000000001 0.0019034000000000008 0.0017632519999999997 0.0018473000000000005), :total-error 0, :amalgamated-error 0.009197168000000002}
{:generation 143, :program (:string_nth :string_from_char :integer_subtract :integer_mult :integer_quot :boolean_eq 0 :in1 :in2 :boolean_or :string_iterate (:integer_quot :integer_add :string_contains :integer_quot :string_from_char :in1 :string_parse_to_chars 1 :integer_mult :boolean_or :integer_eq :string_contains :string_concat :boolean_and :string_length :string_remove_char :integer_eq :string_butlast 0 0 false :string_parse_to_chars :in2 :string_remove_char :string_parse_to_chars :string_take) :string_parse_to_chars :string_replace_char :string_butlast :in1 :in2 :string_from_char :string_parse_to_chars :string_reverse :integer_subtract :string_length :string_concat :string_contains :string_contains :string_nth ""), :runtime (0.0031081119999999992 0.003151360000000003 0.0029935080000000015 0.0032035239999999975 0.0032614640000000004), :total-error 0, :amalgamated-error 0.015717968000000002}
