{:generation 0, :program (:string_drop :integer_add :string_rest :string_butlast :string_contains :string_take :string_remove_char :string_concat :string_drop "abcdefghijklmnopqrstuvwxyz" 2 :string_parse_to_chars :boolean_eq :string_indexof_char :integer_add :string_drop :string_contains :in2 :string_take :string_contains :boolean_or :string_occurencesof_char :integer_subtract :string_eq :integer_add 1 :integer_add :string_iterate (:string_drop :in2 :string_contains :boolean_not :string_take :exec_dup ("abcdefghijklmnopqrstuvwxyz" :in2 :string_butlast :integer_subtract :integer_add :in2 "abcdefghijklmnopqrstuvwxyz" :integer_mult :string_iterate (:string_reverse :string_butlast :string_iterate (:string_nth :string_rest :string_rest 0) :string_from_char :string_rest :string_length :integer_quot :string_from_char :string_contains :string_parse_to_chars true :string_parse_to_chars :string_drop :string_contains_char :integer_subtract :boolean_not "abcdefghijklmnopqrstuvwxyz" "abcdefghijklmnopqrstuvwxyz" :string_iterate (:boolean_not "abcdefghijklmnopqrstuvwxyz" true :boolean_and :boolean_not :integer_mult false :string_remove_char "abcdefghijklmnopqrstuvwxyz" :exec_dup (:boolean_not :exec_if (:string_iterate (:in2 :in1 :string_concat true :string_eq :string_contains :boolean_not :exec_if (:string_rest :integer_subtract :string_parse_to_chars "abcdefghijklmnopqrstuvwxyz" :exec_if (:integer_subtract :string_nth :exec_if (:string_contains :string_occurencesof_char) ()) ()) ())) ())))))), :runtime (0.00308996 0.0032106919999999976 0.003136652 0.003227491999999999 0.0031940680000000004 0.003156468000000001 0.0031591880000000016), :total-error 2, :amalgamated-error 2.02217452}
{:generation 165, :program (:in2 :boolean_eq :string_butlast :string_parse_to_chars :string_parse_to_chars :string_from_char true :string_length :string_contains :integer_add :string_contains :string_contains :string_remove_char :integer_eq :string_indexof_char :string_nth), :runtime (0.003175079999999999 0.037001616000000015 0.0030727319999999986 0.0031290239999999998 0.0030980879999999993 0.0031490639999999983 0.0031898879999999997), :total-error 1, :amalgamated-error 1.055815492}
{:generation 166, :program (:in2 :string_butlast :string_butlast :string_drop :string_parse_to_chars :exec_if (:string_occurencesof_char :integer_eq :string_take :string_length :string_from_char :string_reverse :boolean_eq) (:in1 true 0 :string_contains :string_iterate (:string_from_char :string_contains))), :runtime (0.003118672000000002 0.0031323600000000016 0.003047395999999998 0.003059631999999998 0.0031597640000000024 0.0031476559999999995 0.003107079999999999), :total-error 1, :amalgamated-error 1.02177256}
{:generation 167, :program (:in2 :in1 true :string_take :string_eq true :string_indexof_char :string_parse_to_chars :boolean_or :boolean_or :string_parse_to_chars :string_length :string_contains :string_butlast true :string_nth true :string_from_char :string_replace_char :string_nth 0 :string_contains "" :string_contains), :runtime (0.0030377560000000017 0.003140828 0.0031389560000000018 0.003150124000000001 0.0030834879999999992 0.0031569520000000015 0.0031538400000000006), :total-error 1, :amalgamated-error 1.021861944}
{:generation 168, :program (:in2 :string_butlast true :string_parse_to_chars :string_butlast true :string_length :string_concat :integer_eq :string_contains :string_butlast :string_contains :string_from_char :string_contains :string_drop :string_from_char :string_contains), :runtime (0.0031266959999999987 0.0031685200000000006 0.0031563319999999995 0.003157831999999998 0.003103247999999998 0.003133367999999997 0.0031337880000000015), :total-error 1, :amalgamated-error 1.021979784}
{:generation 169, :program (:in2 :string_butlast :string_parse_to_chars :string_reverse "" :string_drop :string_take :integer_add :string_contains "abcdefghijklmnopqrstuvwxyz" :string_reverse :string_remove_char :boolean_eq true 1 :string_from_char :string_contains :boolean_eq :string_iterate (0 :string_from_char :string_contains)), :runtime (0.0018165760000000005 0.0018243239999999998 0.0018349279999999991 0.0018448919999999992 0.0018731799999999992 0.0018264119999999986 0.0018269959999999991), :total-error 1, :amalgamated-error 1.012847308}
{:generation 170, :program (:in2 :string_butlast :boolean_or :string_parse_to_chars :boolean_or :boolean_or :string_concat :string_parse_to_chars :string_concat :boolean_and true :integer_add :string_concat :boolean_and :string_contains_char :string_rest :string_contains :string_contains :string_indexof_char :string_contains :integer_subtract), :runtime (0.003083335999999999 0.0030736879999999998 0.003145063999999999 0.0030979080000000008 0.0031054359999999996 0.003103 0.0031007599999999984), :total-error 1, :amalgamated-error 1.021709192}
{:generation 171, :program (:in2 :string_butlast :string_parse_to_chars :string_rest :string_take 1 :integer_quot :boolean_and :string_parse_to_chars :string_reverse :string_concat true 2 :string_from_char :string_contains :string_contains :in1 :integer_add :string_contains :integer_mult :string_contains :string_from_char), :runtime (0.003092444 0.003114387999999999 0.003111511999999998 0.003170572000000001 0.0030791279999999987 0.0031267800000000013 0.0031185599999999994), :total-error 1, :amalgamated-error 1.021813384}
{:generation 172, :program (:in2 :string_rest :string_parse_to_chars :string_take :integer_subtract :string_replace_char :string_parse_to_chars :string_parse_to_chars :string_take :string_parse_to_chars :integer_eq :string_contains "" true :string_concat true :string_contains :string_indexof_char :string_from_char :integer_subtract :string_replace_char :string_contains :string_contains), :runtime (0.0031741600000000005 0.0031528919999999987 0.003088696 0.003138128000000001 0.003150908000000002 0.0031566600000000012 0.003137619999999998), :total-error 1, :amalgamated-error 1.021999064}
{:generation 173, :program (:string_iterate (:string_parse_to_chars :boolean_eq :string_from_char :string_from_char true :string_parse_to_chars :in2 :in1 1 :string_butlast :string_eq :string_replace_char 1 true) :string_parse_to_chars :string_concat :string_contains :string_indexof_char), :runtime (0.003137976000000002 0.0031691640000000012 0.003204643999999999 0.0031420960000000005 0.0032021480000000006 0.0031337999999999987 0.003150996000000002), :total-error 1, :amalgamated-error 1.022140824}
{:generation 174, :program (:in2 :string_butlast :string_contains_char :string_take :string_replace_char :string_parse_to_chars :integer_eq :string_length true :boolean_eq :string_iterate (:string_contains)), :runtime (0.003059632000000001 0.0030945920000000023 0.0031357480000000007 0.0031022759999999976 0.003134596 0.0031746800000000013 0.003119304000000001), :total-error 1, :amalgamated-error 1.021820828}
{:generation 175, :program (:in2 :string_butlast :string_indexof_char :string_parse_to_chars :string_take :string_parse_to_chars :string_parse_to_chars :string_butlast :integer_mult true :string_drop :string_nth :string_length 0 :string_contains :string_occurencesof_char :string_contains :boolean_and), :runtime (0.003141240000000003 0.0031527239999999995 0.003052787999999999 0.003133332 0.0031030280000000007 0.003103992 0.003182235999999999), :total-error 1, :amalgamated-error 1.02186934}
{:generation 176, :program (:in2 :exec_if (:string_butlast :string_parse_to_chars :string_butlast :string_contains 1 :string_remove_char :boolean_and :integer_eq true :string_contains :string_contains :string_from_char :string_length) (:string_eq :string_from_char)), :runtime (0.00315614 0.0031421399999999994 0.0031474120000000013 0.0030946839999999995 0.0031651039999999993 0.003141848 0.00314902), :total-error 1, :amalgamated-error 1.021996348}
{:generation 177, :program (:in2 :exec_if (:string_butlast :string_parse_to_chars :string_butlast :string_contains :string_remove_char :boolean_and :integer_eq true :string_contains :string_contains :string_from_char :string_length) (:string_eq :string_from_char)), :runtime (0.0031182439999999996 0.0031243840000000013 0.003065640000000001 0.0031961880000000004 0.0031937759999999993 0.0031615400000000013 0.003080816), :total-error 1, :amalgamated-error 1.021940588}
{:generation 178, :program (:in2 :string_butlast :string_take :string_parse_to_chars :boolean_or :boolean_and :string_take :string_eq :integer_mult :string_parse_to_chars :string_remove_char true :integer_add :string_indexof_char :string_replace_char :string_eq 1), :runtime (0.003099343999999999 0.0031200480000000007 0.00313208 0.003112331999999998 0.0031527520000000017 0.0031917999999999985 0.0031591680000000004), :total-error 1, :amalgamated-error 1.021967524}
{:generation 179, :program (:in2 :string_butlast :string_parse_to_chars :string_contains_char :string_parse_to_chars :string_butlast :string_reverse :string_parse_to_chars :in2 :boolean_eq :in2 :string_concat :string_contains true 2 :string_contains :string_contains :string_concat), :runtime (0.0030993879999999994 0.0030946320000000017 0.0030440400000000005 0.0030367319999999995 0.003050383999999998 0.019243019999999993 0.003102332000000001), :total-error 1, :amalgamated-error 1.037670528}
{:generation 180, :program (:in2 :string_butlast :string_contains_char :string_contains true :string_parse_to_chars :integer_quot :boolean_eq 0 :string_butlast :in2 :string_rest :string_reverse :string_contains true :string_contains :integer_mult :exec_dup (:string_length "" :string_from_char)), :runtime (0.0031379879999999995 0.0030483199999999985 0.0031152439999999997 0.0031409479999999993 0.0031411960000000006 0.003098096 0.003024624), :total-error 1, :amalgamated-error 1.021706416}
{:generation 181, :program (:in2 :string_butlast :string_rest :exec_if (:integer_quot :string_parse_to_chars :string_parse_to_chars :boolean_not :string_remove_char :boolean_and :string_drop :boolean_eq :integer_add "abcdefghijklmnopqrstuvwxyz" :string_contains :string_contains :string_nth :string_contains :string_contains :string_contains_char :string_take "" :integer_subtract :string_parse_to_chars) ()), :runtime (0.0018249479999999994 0.0018082719999999992 0.0018780800000000005 0.0018757920000000005 0.0018080719999999995 0.0030284199999999974 0.0031386160000000008), :total-error 1, :amalgamated-error 1.0153622}
{:generation 182, :program (:in2 :string_butlast :string_parse_to_chars :string_nth :string_parse_to_chars :boolean_eq :boolean_or :in2 :string_from_char true :string_drop 0 2 :string_butlast :boolean_and :string_from_char :string_remove_char :exec_dup (:integer_add true :string_occurencesof_char :string_occurencesof_char :string_contains) :string_contains 0), :runtime (0.0031565400000000015 0.003142312000000002 0.003079948000000001 0.0031448799999999975 0.0031846880000000006 0.003149832000000002 0.0031171759999999993), :total-error 1, :amalgamated-error 1.021975376}
{:generation 183, :program (:in2 :string_butlast :string_parse_to_chars :string_butlast :string_parse_to_chars :string_replace_char :string_rest :string_nth 2 0 2 :in2 :boolean_eq :string_contains :string_contains :string_contains), :runtime (0.003126116000000001 0.003117608 0.003143864 0.00304138 0.0030529040000000004 0.003091307999999999 0.0031435240000000004), :total-error 1, :amalgamated-error 1.021716704}
{:generation 184, :program (:in2 :string_butlast :string_parse_to_chars :string_take :boolean_eq :integer_subtract :boolean_eq :in2 :boolean_and :integer_eq :string_reverse true :integer_subtract true :integer_mult :boolean_and :string_contains :integer_mult :string_from_char :string_contains :exec_dup (:string_contains :string_drop)), :runtime (0.0031265840000000013 0.003100023999999999 0.003167652000000001 0.003209872000000001 0.0031480839999999993 0.003121387999999998 0.03685438800000003), :total-error 1, :amalgamated-error 1.055727992}
{:generation 185, :program (:in2 :string_remove_char :string_butlast :string_rest :boolean_eq :string_drop :string_concat :string_nth :string_from_char :string_butlast :in1 true :string_contains :boolean_and :string_contains :string_iterate (:string_contains_char :integer_mult :string_eq :string_from_char)), :runtime (0.07609867200000002 0.0018483199999999992 0.0018992639999999995 0.0018278879999999997 0.0018162840000000003 0.001807579999999998 0.0018593919999999988), :total-error 1, :amalgamated-error 1.0871574}
{:generation 186, :program (:in2 :string_remove_char :string_butlast :string_butlast :integer_mult :string_parse_to_chars :integer_mult :boolean_and :string_parse_to_chars true :boolean_and :integer_add "abcdefghijklmnopqrstuvwxyz" :integer_add :string_contains :string_contains :string_contains :string_nth ""), :runtime (0.0031495039999999987 0.0031226840000000014 0.003102079999999999 0.0031385119999999996 0.003156348000000002 0.0031427839999999996 0.003079767999999999), :total-error 1, :amalgamated-error 1.02189168}
{:generation 187, :program (:in2 :string_butlast true :string_butlast :string_parse_to_chars :string_take :string_contains_char :string_contains_char :string_length :string_drop :boolean_and :string_parse_to_chars :string_take 1 :integer_mult :string_from_char :string_contains :string_contains ""), :runtime (0.0031528560000000016 0.003182688000000004 0.0031431240000000006 0.003196255999999998 0.003159304000000001 0.0031444759999999993 0.0031629640000000038), :total-error 1, :amalgamated-error 1.022141668}
{:generation 188, :program (:in2 :string_butlast false :string_butlast :string_butlast :in1 :string_parse_to_chars :string_rest :string_from_char true 0 :string_nth 1 :string_contains :string_from_char :in2 :string_contains :boolean_and :string_drop :string_occurencesof_char), :runtime (0.0031514760000000007 0.0030843000000000003 0.0031152399999999987 0.0031306280000000003 0.0031381479999999986 0.0031335519999999995 0.0031464199999999996), :total-error 1, :amalgamated-error 1.021899764}
{:generation 189, :program (:in2 :string_butlast :boolean_not :string_parse_to_chars :string_parse_to_chars :boolean_eq :string_remove_char :boolean_not 0 :in2 :string_length 1 :in2 :boolean_not :integer_eq :string_contains :string_indexof_char :string_occurencesof_char :integer_subtract :string_contains :string_occurencesof_char :string_nth :string_eq), :runtime (0.003175791999999997 0.003167996 0.0030829759999999994 0.00316808 0.0031672360000000012 0.0031557359999999997 0.003091996000000002), :total-error 1, :amalgamated-error 1.022009812}
{:generation 190, :program (:in2 :string_butlast :string_butlast :string_parse_to_chars :string_butlast :string_butlast :string_butlast :in1 :boolean_and :string_length :boolean_eq :integer_add :string_reverse :string_contains true :boolean_and :string_contains :string_concat :string_from_char "abcdefghijklmnopqrstuvwxyz"), :runtime (0.0030942880000000006 0.0031746800000000005 0.0031040319999999988 0.00312152 0.003129207999999999 0.024627547999999996 0.003028444000000001), :total-error 1, :amalgamated-error 1.04327972}
{:generation 191, :program (:string_replace_char :in2 :string_butlast :string_parse_to_chars true :string_parse_to_chars :integer_quot 0 :string_parse_to_chars false :string_from_char 1 :boolean_not :in2 :string_length :string_nth true :exec_if (:boolean_and :string_nth :string_contains) ()), :runtime (0.003135132 0.0031561800000000006 0.0031893639999999992 0.003120820000000003 0.0031733999999999977 0.0031783759999999993 0.0031164920000000007), :total-error 1, :amalgamated-error 1.022069764}
{:generation 192, :program (:in2 :string_butlast :string_parse_to_chars :string_parse_to_chars :integer_mult "abcdefghijklmnopqrstuvwxyz" :string_rest :string_rest :string_replace_char :string_from_char :string_contains :string_contains :string_from_char :string_from_char true :string_take :boolean_eq), :runtime (0.0031233000000000025 0.003139208000000002 0.003144068000000002 0.0030836279999999997 0.0031533560000000013 0.0031122159999999984 0.0031420999999999997), :total-error 0, :amalgamated-error 0.021897876000000004}
{:generation 193, :program (:string_concat :in2 :string_butlast :string_parse_to_chars :string_parse_to_chars :integer_mult "abcdefghijklmnopqrstuvwxyz" :boolean_or :string_rest :string_rest :string_replace_char :string_from_char :string_contains :string_contains :string_from_char :string_iterate (:string_from_char true :string_take :boolean_eq)), :runtime (0.003122048000000003 0.003178824 0.0031353320000000015 0.0030983200000000025 0.0031184439999999976 0.0031831440000000028 0.042115856000000056), :total-error 0, :amalgamated-error 0.060951968000000065}
{:generation 194, :program (:in2 :integer_subtract :string_butlast :string_parse_to_chars :integer_eq "abcdefghijklmnopqrstuvwxyz" :string_take true :string_contains :string_contains "" :integer_quot :string_from_char :string_butlast :string_from_char), :runtime (0.003133368000000001 0.003093336000000001 0.0031611480000000008 0.003056947999999999 0.0031140399999999993 0.003113635999999998 0.0031480320000000007), :total-error 1, :amalgamated-error 1.021820508}
{:generation 195, :program (:in2 :string_butlast :integer_quot :string_parse_to_chars :string_butlast :string_drop :string_parse_to_chars :string_take "abcdefghijklmnopqrstuvwxyz" 0 :string_drop :string_contains 1 :string_parse_to_chars :string_nth :string_from_char :string_from_char :integer_add :string_contains :boolean_eq 2 "abcdefghijklmnopqrstuvwxyz" true :boolean_and), :runtime (0.0032180119999999967 0.003108384000000001 0.0031027840000000017 0.0031202640000000006 0.0031228080000000034 0.0031449960000000023 0.003057095999999999), :total-error 1, :amalgamated-error 1.021874344}
{:generation 196, :program (:in2 false :string_butlast :string_parse_to_chars :string_parse_to_chars :string_butlast :string_drop :string_rest true :string_from_char "" true :integer_add :string_contains :in1 :string_from_char 0 :string_contains :string_take :integer_add :string_contains), :runtime (0.0030220680000000015 0.0018188240000000001 0.001884507999999999 0.0018076279999999993 0.001884396000000001 0.0018400280000000007 0.001826836), :total-error 1, :amalgamated-error 1.014084288}
{:generation 197, :program (:in2 :string_butlast :string_parse_to_chars :string_parse_to_chars :string_replace_char :boolean_not :string_butlast :string_butlast :integer_subtract :integer_quot :string_remove_char :in2 :string_contains :string_contains :string_contains :string_occurencesof_char :string_replace_char 1 :string_contains), :runtime (0.0030283039999999995 0.0021609599999999982 0.001882047999999999 0.0021166520000000006 0.003211703999999998 0.003109859999999999 0.0030797679999999992), :total-error 1, :amalgamated-error 1.018589296}
{:generation 198, :program (:in2 :string_butlast :string_parse_to_chars :string_contains_char :boolean_or false 2 :string_reverse :integer_mult "abcdefghijklmnopqrstuvwxyz" :string_drop true :string_contains :string_contains :string_contains :string_contains :integer_add :string_take :string_from_char), :runtime (0.0031621479999999996 0.0031647879999999995 0.0031894600000000003 0.0031296680000000004 0.003123896000000002 0.006577424000000001 0.0031229959999999994), :total-error 0, :amalgamated-error 0.025470380000000004}
{:generation 199, :program (:in2 :string_butlast :string_replace_char :string_parse_to_chars :integer_add 2 :string_eq true :string_take :string_reverse :string_occurencesof_char :string_indexof_char :string_contains :exec_dup (:string_butlast :string_from_char :string_concat)), :runtime (0.0030481680000000026 0.0031156439999999986 0.003121616000000002 0.003139308 0.0030933560000000015 0.0031255560000000024 0.0031201839999999994), :total-error 1, :amalgamated-error 1.021763832}
{:generation 200, :program (:in2 :string_from_char :string_butlast :boolean_eq :string_parse_to_chars :string_from_char true true :integer_quot :string_contains true :integer_add true true :string_rest :string_replace_char :exec_dup (:string_contains)), :runtime (0.0031596480000000006 0.0031531679999999987 0.003163604 0.003089464 0.003177867999999999 0.0031220840000000015 0.0032299559999999995), :total-error 1, :amalgamated-error 1.022095792}
