{:generation 0, :program (:string_occurencesof_char :integer_mult :string_reverse :string_from_char :string_parse_to_chars :string_length :string_replace_char :string_nth 1 :string_replace_char :string_rest :string_rest :exec_if (:string_butlast :boolean_or :string_contains_char :string_contains_char :string_remove_char :exec_dup (:integer_subtract "b" :string_butlast :string_indexof_char :integer_quot :string_occurencesof_char :in1 :string_drop :string_rest :string_nth :integer_mult 1 :string_reverse :string_occurencesof_char :string_iterate ("a" :string_take :integer_add "" :string_reverse :string_eq "b" :string_take :integer_eq :string_drop :string_concat :integer_subtract :string_indexof_char :boolean_or :integer_add) :string_reverse true :integer_mult 1 :string_drop true true :string_contains :boolean_not "b" :string_contains :string_concat :boolean_not :string_from_char :integer_add :string_from_char :boolean_eq :string_length :string_occurencesof_char :string_remove_char :string_butlast :string_butlast :boolean_and "abcdefghijklmnopqrstuvwxyz" :string_remove_char :integer_eq true :boolean_and :string_from_char :boolean_eq :string_nth "" :integer_quot "a" :string_contains_char :string_nth :string_replace_char :string_indexof_char "a" :string_nth)) ()), :runtime (0.003261468 0.0033213839999999967 0.003197548000000001 0.0032047200000000003 0.003187452000000001 0.0031833480000000008 0.003166432), :total-error 2, :amalgamated-error 2.022522352}
{:generation 112, :program (:in1 :string_indexof_char :string_rest :string_iterate (:in1 0 :string_contains :string_nth :string_butlast :string_occurencesof_char :string_contains_char true :string_from_char :integer_subtract :string_nth :in1 :string_from_char :integer_mult "abcdefghijklmnopqrstuvwxyz" 0 1 :string_contains :string_nth :string_indexof_char "" :integer_quot true "b" true :string_occurencesof_char) :integer_mult :integer_quot :boolean_eq :integer_eq :integer_add false :integer_add :string_rest :exec_if (:string_remove_char :string_contains_char :boolean_not :string_reverse) (:integer_add :integer_subtract) false :string_occurencesof_char :boolean_and false "b" "abcdefghijklmnopqrstuvwxyz" :string_occurencesof_char false false :in1 :integer_subtract :string_length false :integer_quot :string_butlast), :runtime (0.003114172 0.003207920000000001 0.003208759999999997 0.003148064 0.0032186879999999986 0.0031608360000000006 0.003122219999999997), :total-error 0, :amalgamated-error 0.022180659999999994}
{:generation 113, :program (:in1 :string_iterate (:string_nth true :integer_quot true :string_contains :integer_eq 1 :integer_add :string_reverse true true :string_indexof_char :integer_quot :integer_mult :string_contains_char "b" :integer_subtract :in1 :in1 :integer_mult :string_contains_char :string_nth 0) :string_reverse :string_contains_char :string_concat :string_concat :integer_quot :string_take :boolean_not :boolean_not :string_remove_char "abcdefghijklmnopqrstuvwxyz" :string_indexof_char :string_indexof_char :string_indexof_char false :integer_subtract "b" :string_rest "" false false), :runtime (0.0031555279999999986 0.0030956 0.0031254359999999997 0.003152076000000002 0.003184135999999998 0.003133648000000001 0.003180192), :total-error 0, :amalgamated-error 0.022026616}
{:generation 114, :program (:in1 :string_iterate (:string_remove_char true 0 true true :in1 :boolean_eq true :integer_subtract :integer_mult true :integer_quot :string_from_char :string_contains :integer_subtract :string_contains :boolean_not :integer_mult :string_occurencesof_char :string_take "b" :string_rest "b" :boolean_or :integer_quot :string_parse_to_chars) false :exec_dup (:string_contains :boolean_or :in1 "abcdefghijklmnopqrstuvwxyz" :boolean_eq :string_indexof_char :string_contains false) :integer_add :string_length false false), :runtime (0.003163476000000001 0.003117308 0.047571024 0.0031700199999999987 0.0031978560000000007 0.0032344640000000007 0.0032124959999999983), :total-error 0, :amalgamated-error 0.066666644}
{:generation 115, :program (:in1 :string_iterate (:string_remove_char :boolean_eq true :string_concat :string_nth :string_drop 1 :in1 :string_reverse :string_indexof_char :boolean_eq :boolean_or "b" "b" :in1 true :string_contains :string_occurencesof_char :integer_subtract :string_replace_char :boolean_eq) :string_from_char :string_parse_to_chars 0 :exec_if (:string_contains_char false "") ("abcdefghijklmnopqrstuvwxyz" false) false :boolean_and :integer_mult :boolean_not :string_concat :string_contains 0 :string_concat :integer_mult false), :runtime (0.003211547999999999 0.0031288840000000015 0.0031702039999999985 0.0032533319999999994 0.0027245680000000014 0.0032245119999999997 0.0031760239999999995), :total-error 0, :amalgamated-error 0.021889072}
{:generation 116, :program (:in1 :string_iterate (:string_remove_char :boolean_eq true :string_concat true :string_nth :string_drop 1 :in1 :string_replace_char :string_reverse :string_indexof_char :boolean_eq "b" :in1 :string_contains :string_occurencesof_char :integer_subtract :string_replace_char :boolean_eq) :string_from_char :string_parse_to_chars :exec_if (:string_contains_char false "") ("abcdefghijklmnopqrstuvwxyz") false :boolean_and :integer_mult :boolean_not :string_occurencesof_char :string_concat :string_contains 0 :string_concat :integer_mult false), :runtime (0.003252931999999999 0.0032704919999999985 0.003251967999999999 0.003257412000000001 0.003247156 0.0031377760000000023 0.003144491999999998), :total-error 0, :amalgamated-error 0.022562228}
{:generation 117, :program (:in1 :string_iterate (:boolean_not :string_contains true :string_length :string_length :string_length true :string_rest true :integer_quot :integer_quot "a" :boolean_eq :integer_mult :string_concat :string_contains_char :integer_subtract :string_drop :string_length :string_nth :string_nth 0 :string_butlast :string_eq :boolean_or :string_replace_char :string_parse_to_chars :string_drop) :boolean_eq :boolean_not :string_from_char :string_rest :string_nth :string_concat :integer_mult :string_nth "" :in1 :string_drop :integer_subtract :string_contains :integer_mult 1 :exec_dup (false :string_reverse :string_drop)), :runtime (0.0032637680000000002 0.0018453919999999987 0.0018366720000000001 0.001898136 0.002065711999999998 0.0018153639999999994 0.001885112), :total-error 1, :amalgamated-error 1.014610156}
{:generation 118, :program (:in1 :string_take :integer_quot :string_iterate (:boolean_eq 0 :string_length :boolean_and :string_rest :integer_mult true :string_contains :string_concat "b" :boolean_eq :string_remove_char :in1 :integer_quot :string_contains :string_take :string_replace_char 0 :string_indexof_char 0 :integer_quot :integer_eq :boolean_or) :boolean_or true :string_length :boolean_eq :string_concat :string_replace_char :string_contains_char :string_from_char :string_butlast :in1 false :string_contains :integer_mult :string_reverse :integer_subtract false 1 false :string_concat :boolean_and "b"), :runtime (0.003233291999999999 0.003248039999999998 0.0032047519999999978 0.0031865599999999993 0.003276983999999999 0.0031605959999999986 0.0031591079999999994), :total-error 0, :amalgamated-error 0.022469331999999995}
{:generation 119, :program (:in1 :string_take :integer_quot :string_iterate (:string_contains :boolean_eq 0 :integer_eq :string_length :boolean_and :string_rest "b" :integer_mult true :string_concat "b" :string_remove_char :in1 :string_contains :string_take :string_take :string_replace_char 0 :string_indexof_char 0 :integer_quot :boolean_not :integer_eq :boolean_or) :boolean_or true :string_length :boolean_eq :string_concat :string_replace_char :string_contains_char :string_from_char :string_butlast :in1 false :string_contains :integer_mult :string_reverse :integer_subtract false 1 false :string_concat "b"), :runtime (0.003207375999999999 0.003220168000000001 0.003207268000000002 0.0032480399999999993 0.00317088 0.003169728 0.003178912000000001), :total-error 0, :amalgamated-error 0.022402372000000004}
{:generation 120, :program (:in1 :string_iterate (:string_iterate (:string_reverse :integer_quot true :string_remove_char :in1 :boolean_eq :string_contains_char :integer_subtract true "b" :boolean_eq :string_remove_char :string_rest :string_nth :string_nth false :integer_mult :string_length :string_replace_char :in1 :string_contains :string_parse_to_chars :string_contains_char :string_length)) :string_rest :string_eq false :string_parse_to_chars :in1 false :string_parse_to_chars :string_contains_char :string_contains :in1 :string_contains_char :string_nth false :exec_dup (false false :string_eq)), :runtime (0.0032315919999999993 0.003247883999999998 0.0032278400000000005 0.003143039999999999 0.0031639280000000003 0.003202719999999998 0.00313112), :total-error 0, :amalgamated-error 0.022348123999999997}
{:generation 121, :program (:in1 :string_iterate (:string_contains :string_remove_char "" :integer_quot :string_concat :integer_add true true :string_indexof_char :string_rest true :string_take true "b" :string_occurencesof_char :in1 :string_drop true :string_contains :string_occurencesof_char :in1 :string_nth :integer_mult :string_butlast :string_eq :string_rest :boolean_or :string_butlast) "" false :string_parse_to_chars :boolean_not :string_contains_char :string_reverse :string_rest :integer_subtract :string_concat :string_contains_char false "b" :boolean_not :string_drop :boolean_eq false :in1 :string_from_char), :runtime (0.003175176000000001 0.0031610040000000007 0.0031674679999999992 0.0031637559999999998 0.003127299999999997 0.0031911839999999975 0.0032035439999999996), :total-error 0, :amalgamated-error 0.022189431999999995}
{:generation 122, :program (:in1 :string_iterate (:string_remove_char :string_reverse "b" true :string_remove_char :in1 :boolean_eq :string_drop true "a" "b" true :string_remove_char :string_contains_char :string_rest :string_contains :integer_subtract :integer_mult :string_contains :string_nth) :string_contains :string_parse_to_chars :boolean_or :string_length :integer_add :string_nth :string_contains :exec_if (:string_contains :string_parse_to_chars "b" :string_butlast :string_eq "" false "" false :in1 :integer_add :string_contains_char "abcdefghijklmnopqrstuvwxyz" false false 1) ()), :runtime (0.003194071999999998 0.003178484000000001 0.0032428519999999983 0.07398342000000002 0.0032063200000000017 0.0032148440000000006 0.002666411999999999), :total-error 0, :amalgamated-error 0.092686404}
{:generation 123, :program (:in1 :string_iterate (:string_iterate (:string_reverse true true :string_remove_char true true :integer_mult :boolean_or 1 "b" :integer_subtract :string_remove_char :string_concat :string_contains :in1 :string_contains :string_drop 1 :integer_quot :string_contains :string_parse_to_chars :string_indexof_char :string_length :integer_add) :string_rest :integer_quot :string_contains) :string_parse_to_chars :string_remove_char 0 :string_from_char :string_butlast :boolean_or false false false :string_contains_char :string_replace_char false 0 false false :string_reverse :string_take false :integer_quot), :runtime (0.003213300000000001 0.0031983719999999997 0.003181268000000001 0.003203700000000001 0.0032483040000000026 0.0032621639999999993 0.003152244000000001), :total-error 0, :amalgamated-error 0.022459352000000005}
{:generation 124, :program (:in1 :string_iterate (:string_contains :boolean_and true :string_concat :integer_quot :string_reverse :integer_add :string_drop true "abcdefghijklmnopqrstuvwxyz" :string_concat :string_parse_to_chars "a" :in1 1 :boolean_or :string_nth :string_contains_char :exec_if (:integer_quot :string_drop) (:string_contains :string_reverse "" :string_nth) :string_length) true "" :string_drop :string_butlast :string_take :string_parse_to_chars :string_indexof_char :integer_add false :integer_add :string_butlast :integer_add :integer_subtract :integer_mult :string_contains_char "a" :string_drop :string_from_char), :runtime (0.003258180000000001 0.0032175440000000014 0.0031889440000000004 0.0019453559999999992 0.0031273199999999972 0.003201203999999998 0.0018448879999999992), :total-error 0, :amalgamated-error 0.019783435999999998}
{:generation 125, :program (:in1 :string_iterate (:string_remove_char :string_concat :string_reverse :string_occurencesof_char :integer_eq :string_contains :boolean_and :string_take :integer_quot :string_concat 1 :boolean_or true :string_take :in1 true "abcdefghijklmnopqrstuvwxyz" :string_nth :boolean_or :string_contains_char :string_contains_char :string_nth :integer_quot :string_concat :boolean_eq) :string_reverse :boolean_or :string_nth false :string_rest :string_contains false :integer_add :integer_subtract false "a" :string_indexof_char :string_butlast :string_reverse :integer_add :string_drop :integer_mult false), :runtime (0.0031372200000000005 0.003188631999999999 0.003147704 0.0031669239999999998 0.003194228 0.003263016000000001 0.003141952), :total-error 0, :amalgamated-error 0.022239676}
{:generation 126, :program (:in1 :string_iterate (:integer_add :integer_quot :string_reverse true true 0 :string_contains :string_rest :string_take :integer_quot :string_concat 1 "b" :integer_subtract :in1 :string_contains :string_nth :string_nth :string_occurencesof_char :string_replace_char :integer_quot) :string_indexof_char :string_parse_to_chars :string_nth :string_butlast :string_contains_char true "abcdefghijklmnopqrstuvwxyz" :string_rest :string_indexof_char "" :string_contains :integer_add 1 false false :exec_dup (:string_butlast :string_reverse :string_take false false)), :runtime (0.003180567999999998 0.003195916000000002 0.0032263680000000016 0.003157923999999999 0.003231168000000003 0.003171332000000002 0.003210671999999999), :total-error 0, :amalgamated-error 0.022373948000000005}
{:generation 127, :program (:in1 :string_iterate (:string_remove_char :string_reverse :string_reverse 1 true true :string_reverse :string_contains_char :string_drop "abcdefghijklmnopqrstuvwxyz" :integer_quot :string_concat 1 "b" :string_remove_char :in1 :string_contains :in1 true :string_nth :string_contains :integer_quot "" :boolean_eq :string_length :string_indexof_char :string_concat) :string_contains_char :string_remove_char false :string_butlast :string_rest false :string_contains false false "a" :integer_add :string_butlast :string_drop false), :runtime (0.0031912399999999997 0.003195804 0.0032214880000000006 0.003205908 0.0030982920000000016 0.003218004000000002 0.003270956000000002), :total-error 0, :amalgamated-error 0.022401692000000008}
{:generation 128, :program (:in1 :string_iterate (:string_occurencesof_char :string_iterate (:string_length :in1 :string_indexof_char :string_parse_to_chars :integer_mult true true true :boolean_eq true :integer_mult "b" :string_take :boolean_not :in1 true :string_contains :string_length) :boolean_eq) :string_rest :boolean_or :string_indexof_char true :boolean_or :string_reverse :integer_add :string_iterate (:boolean_eq :string_rest :boolean_or :string_from_char :string_contains :string_indexof_char :integer_mult "b" 0 :string_eq :integer_mult :in1 :string_indexof_char :string_contains :string_rest :string_from_char :integer_subtract :integer_subtract false false 1)), :runtime (0.003139012000000001 0.0032309 0.003274835999999999 0.003257992000000001 0.0031656839999999985 0.0031731359999999996 0.0031224119999999993), :total-error 0, :amalgamated-error 0.022363971999999996}
{:generation 129, :program (:in1 :string_iterate (:string_remove_char :string_occurencesof_char :string_length :string_remove_char :string_occurencesof_char :string_contains :in1 :integer_subtract true :string_contains :boolean_or 1 :string_indexof_char :string_take "b" :string_nth :boolean_or :in1 :integer_quot :integer_quot :string_contains :string_contains_char :boolean_eq :string_nth :boolean_or :string_concat) :string_nth :integer_mult :string_contains_char 0 :string_contains :integer_subtract :string_nth :in1 :string_butlast :boolean_eq :string_drop :in1 true :boolean_not :string_contains_char :string_parse_to_chars false), :runtime (0.003061588000000001 0.0031454720000000016 0.003082811999999997 0.0031345999999999987 0.0031135960000000006 0.0031299999999999974 0.0032579759999999997), :total-error 0, :amalgamated-error 0.021926043999999995}
{:generation 130, :program (:in1 :string_iterate (:string_contains 0 :boolean_eq "abcdefghijklmnopqrstuvwxyz" :boolean_and :boolean_and 0 :integer_add true :string_rest :string_nth :boolean_eq :string_rest :integer_quot "b" true :string_replace_char :string_remove_char :in1 :string_remove_char true :boolean_eq :string_contains :string_indexof_char) :boolean_not :string_length :string_rest :string_eq :string_concat :boolean_not false :string_rest 0 :string_remove_char :string_contains "a" "" false :integer_add :string_replace_char :integer_eq :string_contains :string_replace_char false :string_butlast), :runtime (0.0031152079999999995 0.0032085200000000003 0.0032143680000000017 0.0031809640000000027 0.0032041199999999987 0.0031643679999999994 0.0031030040000000004), :total-error 0, :amalgamated-error 0.022190552000000002}
{:generation 131, :program (:in1 :string_iterate (:string_contains 0 :boolean_eq "abcdefghijklmnopqrstuvwxyz" :boolean_and :boolean_and 0 :integer_add true :string_rest :string_nth :boolean_eq :string_rest :integer_quot "b" true :string_replace_char :string_remove_char :in1 :string_remove_char true :boolean_eq :string_contains :string_indexof_char) :boolean_not :string_length :string_rest :string_eq :string_concat :boolean_not false :string_rest 0 :string_remove_char :string_contains "a" "" false :integer_add :string_replace_char :integer_eq :string_contains :string_replace_char false :string_butlast), :runtime (0.0032385639999999976 0.003226387999999999 0.05928313600000001 0.0032781799999999986 0.003194675999999999 0.003145096000000001 0.0032191320000000004), :total-error 0, :amalgamated-error 0.078585172}
{:generation 132, :program (:in1 :string_iterate (:boolean_not :integer_quot "abcdefghijklmnopqrstuvwxyz" true :string_concat 0 :string_contains "a" true "b" "" :string_occurencesof_char :in1 :string_rest :string_remove_char :integer_subtract :string_replace_char :string_contains :string_concat :integer_add 1 :string_occurencesof_char :integer_quot true :string_indexof_char) :string_eq :string_indexof_char :string_parse_to_chars :string_contains_char :string_occurencesof_char :boolean_and :string_drop "" :string_take :string_indexof_char true :boolean_not :exec_dup (false :string_eq :string_contains false 0)), :runtime (0.003234564000000001 0.0032826919999999985 0.0031107719999999986 0.0032193239999999995 0.00328458 0.003185155999999998 0.0031673599999999984), :total-error 0, :amalgamated-error 0.02248444799999999}
{:generation 133, :program (:in1 :string_iterate (:string_contains 0 :boolean_eq :string_drop "abcdefghijklmnopqrstuvwxyz" :boolean_and :boolean_and 0 :integer_add true :string_rest :string_nth :boolean_eq :string_rest :integer_quot "b" true :string_replace_char :string_remove_char :in1 :string_remove_char true :string_contains :string_indexof_char) :boolean_not :string_rest :string_eq :string_concat :boolean_not :string_contains :string_rest 0 :string_contains "a" "" :integer_add :string_replace_char :integer_eq :string_contains :string_replace_char false :string_butlast), :runtime (0.003231392 0.00317528 0.003200868000000001 0.0031880319999999995 0.0032133559999999992 0.0031879200000000003 0.003208108000000001), :total-error 0, :amalgamated-error 0.022404956000000004}
{:generation 134, :program (:in1 :string_iterate (:in1 :string_reverse "b" true :in1 true :integer_eq true 0 :string_replace_char :integer_subtract :string_rest :string_contains :string_parse_to_chars true :boolean_eq true :integer_quot true :integer_mult :string_from_char :string_nth :integer_quot "a" :string_from_char) 0 false :string_nth :string_drop :string_from_char :string_butlast :string_parse_to_chars :string_rest :string_concat :string_from_char :integer_subtract :string_eq :string_contains :string_from_char false :integer_add false :boolean_or :integer_mult false), :runtime (0.003214572 0.003184588000000002 0.0032042640000000014 0.0031466199999999997 0.003202039999999998 0.003163732000000003 0.0031314320000000013), :total-error 0, :amalgamated-error 0.022247248000000004}
{:generation 135, :program (:in1 :string_iterate (:string_contains :boolean_eq :integer_mult "abcdefghijklmnopqrstuvwxyz" :boolean_and :boolean_and :integer_add true :string_rest :string_occurencesof_char :string_nth :boolean_eq :string_rest :integer_quot "b" true :string_replace_char :string_remove_char :in1 :integer_subtract true :string_contains :string_contains_char :string_indexof_char) :exec_if () (:boolean_not) :string_eq :string_concat :string_contains :string_contains :in1 :string_rest 0 :string_contains "a" "" :string_replace_char :string_take :string_contains false :string_butlast), :runtime (0.003177920000000001 0.0032039800000000017 0.0032680799999999996 0.003289480000000001 0.0032685399999999995 0.007811996 0.0031950839999999978), :total-error 0, :amalgamated-error 0.02721508}
{:generation 136, :program (:in1 :string_iterate (:integer_quot :integer_mult 1 true :string_replace_char :string_concat :string_rest "a" "a" :string_indexof_char "a" :string_iterate (:string_remove_char :string_eq :string_concat :integer_mult :string_concat :string_length :string_occurencesof_char true :string_contains :string_from_char :string_drop)) :string_eq :string_rest :string_nth :string_length :string_from_char :string_indexof_char :string_contains :string_contains :boolean_and :string_reverse false :string_parse_to_chars false :string_take false :string_parse_to_chars false "abcdefghijklmnopqrstuvwxyz" :string_concat :string_from_char), :runtime (0.003183412 0.0031677840000000016 0.002392660000000001 0.0018307280000000004 0.001905848000000001 0.0018240799999999994 0.0018393560000000005), :total-error 1, :amalgamated-error 1.016143868}
{:generation 137, :program (:in1 :string_remove_char 0 "b" 1 :integer_mult true :integer_eq true "b" :string_contains :string_rest :string_contains :string_parse_to_chars true :boolean_eq :string_eq true :string_from_char :string_iterate () :integer_subtract "a" :string_contains_char :boolean_and :boolean_eq :string_indexof_char :string_length :string_contains :string_take :string_contains false :string_concat :string_indexof_char :integer_subtract :string_eq :string_butlast false :in1 :string_from_char :string_rest :string_contains), :runtime (0.0031962399999999995 0.003239707999999999 0.003166208000000001 0.003217483999999998 0.003302527999999998 0.0031727920000000002 0.0031685959999999992), :total-error 0, :amalgamated-error 0.022463555999999996}
{:generation 138, :program (:in1 :string_iterate (:string_rest :in1 :string_remove_char :string_rest :integer_quot true :string_nth :integer_quot :boolean_or :integer_subtract true :string_indexof_char :string_indexof_char :integer_subtract :integer_add :string_remove_char :string_contains :string_occurencesof_char :integer_quot :string_drop :string_length :string_parse_to_chars :string_eq :string_contains_char :string_rest) :integer_mult :string_contains :string_occurencesof_char "" :exec_dup (:string_drop "a" :string_remove_char :string_drop :string_rest false :integer_mult false :string_indexof_char false :string_nth :string_replace_char false false :string_indexof_char :boolean_and :string_length)), :runtime (0.003213103999999999 0.003193180000000001 0.0022764279999999987 0.0018591119999999985 0.0018451839999999997 0.0020499480000000007 0.0018343719999999993), :total-error 1, :amalgamated-error 1.016271328}
{:generation 139, :program (:in1 :string_iterate (true :string_butlast "abcdefghijklmnopqrstuvwxyz" :string_occurencesof_char :string_occurencesof_char :integer_eq :string_indexof_char 0 :in1 "" :integer_subtract :string_length :string_contains true "b" :string_replace_char :string_nth :string_contains_char :boolean_eq :string_nth :string_concat :string_length :string_indexof_char :string_indexof_char :integer_eq :boolean_eq :string_eq :string_contains false :string_parse_to_chars :string_nth) :boolean_eq :in1 :exec_dup (:string_contains_char :string_reverse :boolean_eq :string_take false "b" :in1 :string_parse_to_chars false :string_take :string_indexof_char :string_drop false false :string_rest)), :runtime (0.003252827999999999 0.003274371999999998 0.0032268280000000006 0.039292747999999995 0.0032903119999999997 0.0032094639999999987 0.0031921040000000003), :total-error 0, :amalgamated-error 0.058738655999999986}
{:generation 140, :program (:string_from_char :in1 :string_iterate (:integer_eq :string_drop :string_length :string_occurencesof_char :in1 :string_contains :string_contains :string_contains_char :string_parse_to_chars true :integer_add "b" "" "b" :boolean_eq :string_take :string_concat :boolean_and :string_take :string_remove_char "abcdefghijklmnopqrstuvwxyz" :string_occurencesof_char :string_butlast :integer_subtract :string_rest :string_drop :string_replace_char) :string_parse_to_chars :string_contains :string_replace_char :string_contains_char :boolean_or :string_from_char :string_remove_char :string_parse_to_chars :string_eq :string_contains "b" :string_contains "a" :string_butlast :string_iterate (:string_eq :in1 :integer_add :integer_eq) :string_drop :string_drop :string_nth :string_indexof_char :boolean_eq :string_length "" "b" "" :string_contains false :string_parse_to_chars), :runtime (0.003221111999999999 0.0032743119999999997 0.0032267560000000008 0.003155400000000002 0.0032587639999999965 0.004828939999999999 0.003212896000000001), :total-error 0, :amalgamated-error 0.02417818}
{:generation 141, :program (:in1 :string_iterate (:string_iterate (:string_occurencesof_char :string_reverse :in1 :string_remove_char :string_nth :string_occurencesof_char "a" :string_contains true :string_remove_char :string_remove_char :boolean_eq :string_replace_char "" true :boolean_eq :boolean_not "b" :string_iterate (:string_remove_char :string_parse_to_chars 0 1 :string_contains :string_nth :string_drop :string_length))) true :integer_mult :integer_eq :string_contains false :string_contains_char :string_parse_to_chars false false :integer_mult :integer_subtract :string_indexof_char :string_indexof_char true "" :string_take :boolean_and :string_nth :string_reverse false false), :runtime (0.0031764039999999977 0.0032041919999999985 0.0032131959999999993 0.003275795999999998 0.003205248 0.0031284159999999993 0.0032073), :total-error 0, :amalgamated-error 0.02241055199999999}
{:generation 142, :program (:in1 :string_iterate (true :integer_mult true :string_reverse true :integer_add :boolean_or 1 :string_nth :string_from_char :string_indexof_char :boolean_eq "" "b" false true :string_nth :integer_quot :string_remove_char :string_concat :string_contains true) :string_rest :integer_add :string_concat :string_nth :string_rest :string_contains_char :in1 true :string_indexof_char :string_nth "" :boolean_eq :integer_eq false :boolean_or :string_eq :string_butlast :string_nth :string_take false :string_nth false :string_indexof_char "abcdefghijklmnopqrstuvwxyz"), :runtime (0.0033122999999999985 0.0024471359999999995 0.0018573199999999998 0.0019061360000000001 0.0019003879999999985 0.0018397399999999992 0.001884836), :total-error 1, :amalgamated-error 1.015147856}
{:generation 143, :program (:in1 :in1 :in1 :string_iterate (true :string_contains_char :boolean_and :string_contains_char :boolean_and true true true :integer_quot :string_contains :string_replace_char "b" :in1 :string_replace_char :integer_quot true :string_nth :string_contains :string_contains :string_rest) :string_take :string_occurencesof_char :string_rest :string_indexof_char :string_rest :integer_eq :in1 :string_rest "" :string_indexof_char :string_length :integer_subtract "a" :string_iterate (:string_indexof_char :string_from_char) :string_remove_char false "" :string_drop "b" "abcdefghijklmnopqrstuvwxyz" 0 :string_nth :string_replace_char false :integer_add :in1 :integer_mult), :runtime (0.003239767999999999 0.003241111999999999 0.00319322 0.0032298640000000016 0.0031371159999999984 0.0032022920000000007 0.0031865280000000005), :total-error 0, :amalgamated-error 0.022429900000000003}
{:generation 144, :program (:string_reverse :in1 :string_iterate (true :string_contains :boolean_not :string_rest :string_reverse "a" :integer_subtract :integer_quot :integer_quot true :string_remove_char :boolean_eq :boolean_eq :integer_mult :string_from_char :boolean_or :string_indexof_char :string_iterate (:string_rest :string_take :string_contains_char :boolean_or :string_remove_char :integer_mult :string_nth :string_take true :string_from_char :string_nth true :integer_subtract) 1 :integer_eq :boolean_eq :string_remove_char :string_contains_char :string_parse_to_chars :string_parse_to_chars :string_drop :string_nth :integer_eq :string_replace_char false :string_nth :string_contains_char true false false :boolean_and :integer_mult :string_rest :string_rest)), :runtime (0.0032090320000000006 0.0032318039999999974 0.05154702800000004 0.0032837559999999997 0.003217444 0.0026221080000000006 0.0032423000000000018), :total-error 0, :amalgamated-error 0.07035347200000004}
{:generation 145, :program (:in1 :string_iterate (:integer_quot :string_contains 0 :string_nth :string_remove_char :string_drop "a" :string_eq :boolean_eq :string_concat :integer_add :string_nth true :string_concat :string_occurencesof_char :integer_add 1 true :boolean_eq :string_length :boolean_eq :string_indexof_char true :boolean_eq "abcdefghijklmnopqrstuvwxyz") :string_nth :string_replace_char :string_drop :string_parse_to_chars :string_contains_char :string_nth :string_parse_to_chars :string_contains false :string_rest :string_take false :string_contains_char :string_nth :in1 :string_eq :string_butlast :string_butlast false), :runtime (0.001841836 0.0018894159999999986 0.0019005440000000012 0.0018420959999999988 0.0018897120000000002 0.001804584 0.0018388359999999993), :total-error 1, :amalgamated-error 1.013007024}
{:generation 146, :program (:string_contains "a" :in1 :string_iterate (:string_replace_char :string_contains :string_occurencesof_char :integer_add :string_contains_char :integer_quot :integer_mult :string_drop true :string_concat :string_contains_char true :string_occurencesof_char :integer_add :in1 :boolean_eq :string_remove_char :string_occurencesof_char :integer_add :string_remove_char :string_butlast :integer_add) :integer_add :integer_eq :string_eq :string_parse_to_chars :string_butlast :boolean_and :string_rest 1 false :boolean_or :string_nth :integer_eq :string_drop :boolean_and :string_replace_char :string_take :in1 false :integer_mult false :string_nth), :runtime (0.003232056 0.0018250400000000013 0.0018392399999999987 0.001896635999999999 0.0018441880000000018 0.0018787720000000003 0.0018902279999999988), :total-error 1, :amalgamated-error 1.01440616}
{:generation 147, :program (:in1 :string_iterate (:integer_quot "b" :string_occurencesof_char :string_rest :integer_add :boolean_and :string_nth :string_parse_to_chars 1 :string_occurencesof_char "" :string_reverse :string_remove_char :string_remove_char :string_contains :string_take :string_remove_char :string_rest true :string_remove_char :string_remove_char :string_contains_char :string_remove_char :integer_quot :string_reverse :integer_add :string_length true :boolean_and :string_parse_to_chars) true :exec_dup (:exec_dup ("a" :string_contains_char 0 :integer_quot "" :string_contains "a" :string_butlast :string_contains_char :string_contains_char :string_occurencesof_char false :string_nth :in1 :integer_quot :integer_mult))), :runtime (0.0032530920000000013 0.0033250359999999995 0.0018576439999999997 0.001917192 0.0018525959999999995 0.001845096 0.0019042239999999995), :total-error 1, :amalgamated-error 1.01595488}
{:generation 148, :program (:in1 :string_iterate (:integer_quot :string_nth :string_contains_char :string_parse_to_chars :string_remove_char true :string_contains :string_nth :integer_quot :string_concat :string_replace_char :in1 :integer_add :boolean_or true :integer_subtract :boolean_or :boolean_eq :string_rest :string_indexof_char) :boolean_or :integer_quot true :string_parse_to_chars "a" :boolean_and :string_remove_char false :string_butlast "b" :string_drop :boolean_and 1 :integer_eq :string_length :string_butlast :string_contains :string_butlast :string_replace_char "a"), :runtime (0.003170139999999999 0.0018632640000000003 0.0018714999999999997 0.0018493279999999995 0.0019071959999999988 0.0018558000000000001 0.0018845599999999984), :total-error 1, :amalgamated-error 1.014401788}
{:generation 149, :program (:in1 :string_iterate (:string_rest "b" :string_remove_char :in1 :string_contains :integer_eq "a" :string_drop :string_butlast :string_concat :string_nth :string_take :integer_quot :string_eq :string_contains :string_eq :string_concat :string_concat :string_parse_to_chars :string_contains :string_contains :string_take "b" true :string_reverse) :string_nth :string_reverse :string_rest true :in1 :in1 :string_iterate (false) false :string_drop :string_take :integer_eq :boolean_and :string_drop "" :integer_mult false :integer_mult false :in1), :runtime (0.003191580000000002 0.0031609119999999997 0.003164424 0.0031466919999999995 0.003117975999999999 0.0032407559999999996 0.0032785800000000006), :total-error 0, :amalgamated-error 0.02230092}
